sample_id,N,alpha_true,m,V0,E,L,hbar,M_eff_true,M_eff_noisy,logA_clean,logA_noisy,A_noisy
34,286,0.4283541670737665,1.0,0.8982812151692413,0.06532512255493324,1.550077915572142,1.0,11.277027153352986,11.00846155028764,-6.718570740800546,-6.682713489406461,0.0012523750513203074
35,403,0.3901195707349375,1.0,1.0050907613995825,0.05658300264881975,0.8967040138506743,1.0,10.384377947625406,10.895140268959956,-3.9799241801044314,-3.9074155554581522,0.02009236161176033
36,114,0.3005912612267658,1.0,1.3708470270584745,0.14836327101111416,1.6190454177689386,1.0,4.15228948404169,4.436666023848726,-5.15868951597786,-5.256680706627599,0.005212578111094638
37,160,0.3201366898109083,1.0,0.6849674158218038,0.10948655515498526,1.6144624341372467,1.0,5.077146267728749,5.712431729113547,-3.9027274388821525,-3.8778561443511044,0.020695145060669218
38,292,0.3750358005053695,1.0,1.1072985270785873,0.05724304608808406,1.841597639243948,1.0,8.406337675152027,8.402939316287114,-7.737831818256732,-7.671505612106134,0.00046591580687392663
39,247,0.3540817713553988,1.0,0.9715779906468835,0.2506524409254702,1.2911841657474867,1.0,7.034129759267423,7.508916534252763,-4.11200454231975,-4.154116953351607,0.015699648532371525
40,164,0.3193143757631491,1.0,0.5665362407816611,0.18911450963470816,1.795562978497426,1.0,5.096024188762922,4.907644779295349,-3.5216389754897173,-3.5524016222046395,0.02865573669438286
41,51,0.3911716822515619,1.0,1.2086091957682044,0.21638727595391424,1.6730614532875743,1.0,4.655358152456547,4.7361320515399825,-5.085197781982823,-5.082681688677902,0.00620325150147356
42,412,0.3621846882157035,1.0,1.3879475545855942,0.34531249002448106,1.6493528940850948,1.0,8.852699710400884,8.862886272626072,-7.086513427634139,-7.1656087460628335,0.0007727084510366762
43,57,0.3649401457083789,1.0,0.5813987946754566,0.020231309168842488,0.5583737296394097,1.0,4.373098159030448,4.472436525286774,-1.2370317256360954,-1.14646058929113,0.3177594626156096
44,183,0.24720484307903434,1.0,1.0643328762635778,0.03944771903348386,0.5719612949603421,1.0,3.624840208551802,3.698750716952146,-1.5590630315199447,-1.490037055107593,0.22536430448616473
45,126,0.2848951449930492,1.0,1.0559184521503697,0.3933972090271357,1.6813096934586385,1.0,3.9662982742877495,3.879375841102451,-3.854386878966905,-3.8283313414564275,0.021745871806623854
46,28,0.4568532045420117,1.0,0.9106051207760485,0.030911237454602662,1.516855036569398,1.0,4.582883149361495,4.625159370569605,-4.30719222188033,-4.267493051766057,0.014016878732941896
47,117,0.29871328331385033,1.0,1.0860155817496353,0.15845118901838867,1.8283237315278111,1.0,4.147578258640929,4.467936270064582,-5.071511600131983,-5.075063757013677,0.006250687901729864
48,34,0.4764966117621964,1.0,1.1975275218607175,0.45893667793996795,1.877148729286939,1.0,5.367159663308954,5.497878158143349,-5.285522170677434,-5.29490929170387,0.00501706944467157
49,257,0.3152184686551192,1.0,0.7535936509610479,0.296730307352424,1.5498971415931546,1.0,5.7498356163021835,5.99286325283739,-3.5525381173530675,-3.5581260771520835,0.02849216684149024
50,470,0.31533033408148936,1.0,1.2981241322932826,0.1034632684159531,1.9266194972023194,1.0,6.959747925815047,6.74609969492047,-7.856516416870397,-7.87211209348544,0.0003812283214288022
51,217,0.38356655538918877,1.0,0.6382397167491648,0.08832651140976448,1.641755023222597,1.0,7.873862235523088,8.313222222645269,-4.831303627015915,-4.772918467128935,0.008455666529715732
52,478,0.37741089870755135,1.0,1.4688054186785218,0.4999085823328545,1.0259049829240339,1.0,10.262313803474505,11.566973521947414,-4.574920496295492,-4.584904092904512,0.010204728446683466
53,191,0.3179037998134389,1.0,0.9256828096582933,0.29142529522967575,0.995197215582875,1.0,5.310668279961902,5.534510285230451,-2.5830424780918935,-2.6328548716998506,0.07187298092770285
54,494,0.4446675555683243,1.0,0.662791952529691,0.010562018285194513,0.6926704869120623,1.0,15.769320418773512,14.797807899930325,-3.141582969340648,-3.1395412616053475,0.04330265793812379
55,196,0.2778221834960145,1.0,1.4842308416931775,0.14313822887301542,1.0476454095396297,1.0,4.333507842677816,4.161436356075334,-3.571728924528937,-3.633728220409725,0.026417510282732874
56,389,0.37387580839759915,1.0,0.8268196933828883,0.2780946883095286,1.9004647702298827,1.0,9.296500583825702,9.378853565816248,-6.0703250521128735,-6.095321524860015,0.0022533855047676284
57,325,0.3027868491095986,1.0,1.3918474224357185,0.2598143464919204,0.8751597412475346,1.0,5.761893784824331,5.372158663460711,-3.160927328678741,-3.1095934333261925,0.04461909228902549
58,488,0.2761191655736966,1.0,1.366663618458451,0.33059871219106574,1.9715633314971348,1.0,5.524897661916205,5.786558895615037,-6.6708523889996965,-6.630750015349974,0.0013191733146597727
59,64,0.2235130577455195,1.0,1.4447823366424037,0.19519304889799163,0.8539629823777926,1.0,2.5334060819417936,2.645493716222887,-2.148770803038003,-2.1541548419501684,0.11600118853345887
60,349,0.20494276652478846,1.0,0.9124869505227712,0.11065808768367341,0.5386439662773888,1.0,3.319966318801987,3.228762845387563,-1.2428664897261466,-1.3142358862644277,0.2686795465542638
61,177,0.38908956632362035,1.0,0.785976845770343,0.009658084763543077,1.4028484964325654,1.0,7.49312440949302,8.080118330508336,-4.784948648801404,-4.734845273925711,0.008783807810723309
62,444,0.3207628706194771,1.0,1.4643364940262082,0.5409175068813776,0.8788046979755959,1.0,7.066138752882082,7.355063069122638,-3.1746645936099043,-3.0809104022807854,0.04591743427744761
63,270,0.2604943013776323,1.0,0.7732964902905972,0.2771820261503447,0.9935305898808583,1.0,4.298890718712516,4.27091993733979,-2.0519434514220833,-2.057857386346414,0.1277273472773925
64,179,0.4103938372444803,1.0,1.397820554641272,0.04657792668267083,1.159670143794944,1.0,8.405373184114875,8.152030958077031,-5.5270659015419605,-5.498393845363561,0.004093340699570371
65,205,0.453692732579294,1.0,1.1057067637373599,0.011455352412480654,1.5797045847816635,1.0,11.189892807680032,10.939034802358227,-7.817401130731252,-7.833962837800628,0.0003960528730574633
66,400,0.2895525674067858,1.0,1.1838889146678484,0.30111599670103734,1.5197673290865263,1.0,5.668043192101018,5.298714751861974,-4.807653706852528,-4.838707525240991,0.007917280326550804
67,294,0.2895052347267587,1.0,0.9866209196774252,0.07797390334715991,1.2210883697837085,1.0,5.1832179778465095,5.059613872452442,-3.7476535138277662,-3.7970743678418124,0.02243631633848274
68,430,0.3872132878224178,1.0,1.188657715694791,0.3578107187711487,0.9534169327632909,1.0,10.464391492665424,9.790078285661489,-3.9757161993315497,-4.009213995719571,0.018147653765974315
69,70,0.3125188142643176,1.0,1.0917659945002887,0.12787462878684236,0.5721904892495658,1.0,3.7724878668785804,3.3330586267886986,-1.5430628072440142,-1.5753111110070699,0.20694316037006466
70,323,0.4112388912174809,1.0,0.7572242480778552,0.21779134652951176,0.7624230395383402,1.0,10.761719375629692,11.16219422587664,-2.5978887963419584,-2.6336966558857324,0.07181250484644125
71,409,0.3001688142736929,1.0,0.5566880618517146,0.14612230888552924,0.9105353035953974,1.0,6.080760362430803,5.959353147400856,-2.0346142941176852,-2.097952286205747,0.12270744088361289
72,293,0.25089293149984787,1.0,1.1845702767770587,0.3813766935323903,0.9364129596039908,1.0,4.158336678015073,3.832935122131816,-2.4202061094919363,-2.4308243931646474,0.08796428552711141
73,429,0.2883365923638145,1.0,0.92791345864207,0.33753494274124607,1.5814139035414263,1.0,5.741610998792003,5.978266354619443,-4.117586256023941,-4.11493866374664,0.016326941812169107
74,473,0.2608446793512784,1.0,0.8472221300852075,0.2465673067507434,1.1836988554259147,1.0,4.985667328244914,4.934793371452463,-2.896879018153246,-2.884317424679476,0.055892927651942766
75,19,0.32680586307195125,1.0,1.3682134062152227,0.025507787918026454,0.5009994247896021,1.0,2.6176053776628883,2.5016773787552995,-1.3282955425430336,-1.3849968843895024,0.2503245797043695
76,266,0.3761419142602753,1.0,0.961533951710597,0.04001468668336988,1.187180324519432,1.0,8.167697046232165,7.59610885086061,-4.606103664367755,-4.592536306748467,0.010127140238487433
77,464,0.4051084886232672,1.0,1.1410407184162685,0.4148190194910997,1.5906361742960176,1.0,12.02898737270568,13.087319251212747,-6.648673370244779,-6.700504110130331,0.001230291543891509
78,220,0.25008709769435344,1.0,1.2563819455792427,0.33762393780059086,1.7579971295871528,1.0,3.8530947597957335,4.024740695032299,-4.677766863139689,-4.620716287042103,0.009845741158009649
79,378,0.3311042961662389,1.0,0.7483498210359415,0.002966583191421013,1.7887191388866919,1.0,7.1354046696676035,7.261796809164541,-5.833863547746753,-5.800862534722815,0.0030249445001581006
80,474,0.29763870886656946,1.0,1.4531539019149866,0.5210539872842316,1.863933810197591,1.0,6.257706801056799,6.337352325496894,-6.366259298158763,-6.3601389451027694,0.0017291264415142315
81,156,0.35660075622601056,1.0,0.7117550240416188,0.2399097341594978,0.7765946700048039,1.0,6.054382990685248,6.396028102258393,-1.8562828853709028,-1.7945290214684244,0.16620571323854702
82,323,0.32046961851128497,1.0,1.1380468368812584,0.3482787709072271,0.7132265962338544,1.0,6.369761551984688,6.376452045367536,-2.2623192953833646,-2.239105648862938,0.1065537582525501
83,194,0.26819956073402995,1.0,0.8718722825331028,0.05870501172336977,0.6401587842608418,1.0,4.10759313180262,3.8763943197436754,-1.6545746334003506,-1.6228741466092482,0.19733072581887426
84,188,0.3053912850704694,1.0,0.617325984835333,0.17861116281027514,0.8529868559770974,1.0,4.948892134037569,4.735508027875276,-1.7774708391940255,-1.743942244512183,0.17482981839724943
85,324,0.2762273886057578,1.0,1.2095177211021042,0.41555870138906914,1.2910261837017714,1.0,4.937206500713546,5.202114805635423,-3.6148454803914047,-3.6039934750463796,0.02721482343100249
86,497,0.4138906371110324,1.0,1.1878308840614396,0.04294521394393978,1.994344732298363,1.0,13.06160853748928,12.704040530745665,-10.906731448560617,-10.94831081409531,1.758769911675013e-05
87,42,0.3239160915844203,1.0,0.6299034335783759,0.16747303077721834,0.7935555272119268,1.0,3.3558038333819287,3.268107887267619,-1.398021309722311,-1.2938694198820961,0.27420770292686963
88,313,0.37511409062391543,1.0,0.959863155852377,0.21741138221046963,1.298777467863877,1.0,8.632047963011521,8.092986517827296,-4.649869776996786,-4.6183646234134335,0.009868922275800772
89,329,0.26615575637229155,1.0,1.3851709522040434,0.5234222227453045,1.6174033235506582,1.0,4.6769871658090185,4.75518139460775,-4.592051435964324,-4.532927823817895,0.01074915831430081
90,343,0.5300541886072019,1.0,0.9308052636954701,0.0671729780742548,0.8994654464403294,1.0,22.07208031055533,21.69561419989792,-5.553740082009397,-5.525223740181202,0.0039849769929030604
91,129,0.29834985933933356,1.0,1.142993764475319,0.2251325506071122,0.6139574576083004,1.0,4.262792011060711,4.474504657085182,-1.7174688049961089,-1.8289188901833768,0.1605870862373698
92,183,0.39816515411680464,1.0,1.4624885402134244,0.12989927108977195,1.3297429496231852,1.0,7.958462730652153,8.446331385583957,-6.124144698359873,-6.0792083748123025,0.0022899887483500835
93,293,0.33963375122301714,1.0,1.1052911768387779,0.34256466921365836,1.6202013580967232,1.0,6.883851668232273,6.717004127496727,-5.250300508093879,-5.260805806924033,0.005191119992457567
94,110,0.39621717484258817,1.0,0.9112606899730646,0.06714394428770118,0.6780800605024895,1.0,6.439243414133851,6.459625623673105,-2.2357057862189995,-2.3278402882408424,0.09750610493302687
95,376,0.29945921471260656,1.0,1.4725818189276867,0.14355682573768375,1.0083108960342657,1.0,5.904236289596465,6.13301434743951,-3.994458349755041,-4.006522774655048,0.018196558891796385
96,399,0.43455567721548916,1.0,1.119777894421377,0.06641249115537291,0.8535481649761947,1.0,13.497941391983948,11.832029069393439,-4.551623437244829,-4.455038574445075,0.011619871635885527
97,440,0.513487919140443,1.0,0.9713341232621613,0.3429667791477005,0.8414303609013141,1.0,22.770942896148973,24.542912014889417,-4.501222559013143,-4.524729203342266,0.010837648838188203
98,109,0.2794863805341417,1.0,1.0071771179969224,0.05719378661838965,1.1201789912330864,1.0,3.7105044563231315,3.914944397815888,-2.974246042853941,-2.961354360443375,0.051748783185158326
99,237,0.5343049602622872,1.0,1.0487978626274774,0.1773672233958053,1.6410677104821776,1.0,18.571193737584082,18.208706552454316,-9.336364988603492,-9.376089025051945,8.472591634134822e-05
100,155,0.39471604224351703,1.0,1.483046838567203,0.16005945000251776,1.3573744469517002,1.0,7.320808710899776,7.77500419262125,-5.974093957836275,-5.9870553452356265,0.0025110473417632173
101,153,0.42150242374585123,1.0,1.3169375896331412,0.2043087901929268,0.6361697103867731,1.0,8.333985360255868,8.841620975830548,-2.739614779315802,-2.8192552499448245,0.05965035077246192
102,22,0.317324764106361,1.0,0.5489267049320187,0.010376312373757118,1.433004755937784,1.0,2.66676017322056,2.6275537375334754,-2.4286659456277766,-2.303445574205991,0.0999139888895848
103,239,0.4656227523574547,1.0,0.6261915285381283,0.23192253932139956,1.4414821770223103,1.0,12.806668761367906,11.795529611965105,-4.580771967549866,-4.595337155653689,0.01009881533424278
104,410,0.37174628289178174,1.0,0.9569315404671239,0.19492271623263238,1.5944824390882184,1.0,9.36036290285688,9.011221796838958,-6.022281916913944,-6.0109930127678295,0.002451652449073697
105,89,0.3390539484669201,1.0,1.3041978385785309,0.17197571068744316,1.9430214648403774,1.0,4.580874342535588,4.326885941238225,-6.2579574339891835,-6.322298087160646,0.0017958118284652003
106,178,0.3139099649065208,1.0,1.3175900199320512,0.42081836256669186,1.959158298056605,1.0,5.086619641857125,4.764148308723636,-5.917524909006633,-5.881800440022883,0.002789757958821003
107,440,0.37023757721986,1.0,0.8343026345338379,0.18165565545285267,1.923125464970384,1.0,9.521503128368874,9.968292332449408,-6.779763424573343,-6.8231253552901485,0.001088314232850115
108,40,0.3461636424247876,1.0,1.0619967572095774,0.12802124392718353,1.0314922739341728,1.0,3.585708015092968,3.5184456038237144,-2.6695384671781617,-2.713219721789526,0.06632292121929878
109,70,0.32919264676242455,1.0,0.8825731929933527,0.12181108276885966,1.3667354850263485,1.0,4.049418916785984,4.144438753501192,-3.3925031455312094,-3.413150498566728,0.03293726792694179
110,188,0.27923215312558036,1.0,0.6199916469166336,0.1402216026761003,0.9598862908404954,1.0,4.3153695501056015,4.331268762100563,-1.9532613086110253,-1.974201355708646,0.1388721774378736
111,425,0.3362021029218656,1.0,0.8846353946521344,0.1159495536631475,0.991103179545219,1.0,7.6501488538062965,7.884529315358434,-3.398938063340403,-3.3350099301153864,0.03561423255617727
112,88,0.35485291794202134,1.0,1.4833019866941566,0.5361795428154628,1.181291404184516,1.0,4.897848530207309,4.750133598804707,-3.59813770874608,-3.543114737939548,0.02892309876331217
113,296,0.4428699403087641,1.0,0.6752682445286029,0.042731407301110726,1.8736948640940432,1.0,12.429704745628351,12.558087482933775,-7.429972080744705,-7.371503856916517,0.0006289216593734474
114,486,0.4455685291524827,1.0,1.074968306113714,0.30037313360248036,1.704096677609791,1.0,15.742748988513046,15.898495268576434,-8.415635287767685,-8.462247727955942,0.00021129659923549665
115,456,0.3166351024633405,1.0,1.4538068656216265,0.4682384475863247,1.461017663234667,1.0,6.948988699124715,6.670448302994962,-5.407227674010178,-5.34727090157397,0.004761126868989478
116,372,0.4235620521916176,1.0,0.9562615814072142,0.2309918206438739,1.4407243016945437,1.0,12.268301567932543,13.303019465053675,-6.077680787292244,-6.082078756604372,0.0022834250310366957
117,96,0.43543014527091484,1.0,1.3723736047263182,0.31237721427364135,0.8810788804980783,1.0,7.296937912239339,7.828591748931291,-3.465391516010627,-3.4832173011867034,0.030708453585990846
118,72,0.444874461821435,1.0,0.5644437212416465,0.020515461745160585,1.5895000795845347,1.0,6.703163224805906,6.553888034668933,-4.292262367758269,-4.306675332047447,0.013478286011729576
119,497,0.3177836810762004,1.0,1.1288519835517077,0.2328137711264396,1.5896716495951777,1.0,7.192138775413826,7.4135120801757886,-5.707090004526225,-5.645698499643391,0.0035326799634239417
120,147,0.38189241003480706,1.0,1.3861828048016864,0.3729956055684169,1.995385410306249,1.0,6.724841306622124,6.720594051632288,-7.365931190378123,-7.386277183520403,0.0006196986890110457
121,498,0.40264870982625334,1.0,0.5362770853824688,0.049585257337374664,1.6593446128670948,1.0,12.190904102043206,13.1436446224369,-5.716057279270454,-5.747719334147577,0.0031900479398008228
122,295,0.34137500952064465,1.0,1.332302401384291,0.14714263803189775,1.9001623957295104,1.0,6.968439185028266,7.285711924576243,-7.722571241008374,-7.770771743983566,0.0004218875519610316
123,282,0.41358611677743107,1.0,1.0122864862993186,0.04246295100581291,1.3118379289512498,1.0,10.31309489400546,10.066381187546034,-5.8672696453197375,-5.879161507798434,0.002797129663433351
124,184,0.29752800426633474,1.0,1.1890255954193358,0.40172474270827335,1.3581281107928003,1.0,4.71896468122166,4.493720897858229,-3.7021112096564046,-3.751308776415256,0.023486986517831585
125,15,0.3727056522633688,1.0,1.4871030922182547,0.01639975568530165,1.2200982375921374,1.0,2.7436951769173095,2.971809913013538,-3.4660934400586103,-3.495369798309691,0.030337527595601
126,105,0.4911926163866237,1.0,0.8744770131164857,0.1911598755677687,0.5782507785815352,1.0,9.835427921430206,9.826062411014082,-2.120015374661149,-2.049235112652675,0.12883340895466944
127,419,0.40956884506978275,1.0,1.215036917645687,0.061542241178020145,1.2870115501939667,1.0,11.857064133228072,12.61511783019096,-6.731220603830594,-6.692023103379923,0.0012407700260115312
128,432,0.30519754164404383,1.0,0.6333754663640473,0.039219389662281036,1.7841390317635142,1.0,6.3729888781672,6.545522069429405,-4.909819700337268,-4.95674264744394,0.007035808656209899
129,262,0.49862814823741197,1.0,0.997811053530654,0.23232615411155136,1.8903750347041974,1.0,16.06323802462654,16.344009554272237,-9.37449393190467,-9.422489237364063,8.088442796862646e-05
130,370,0.3715099578148822,1.0,0.5231810822059584,0.0038272798909449717,1.520923926051364,1.0,8.997306476579496,8.92382334786553,-4.649544457274705,-4.660638165942483,0.009460423155035487
131,297,0.4131470758210423,1.0,1.1289043417095397,0.23268559700131078,0.6499484895916439,1.0,10.510227005479697,9.925124952036132,-2.821025399074098,-2.844793921067462,0.058146248221978225
132,30,0.369831183118704,1.0,0.7690144988980655,0.17676828022560942,1.6899931571076863,1.0,3.5179162914699345,3.5367921363936436,-3.449799404313898,-3.408475524281178,0.0330916092974065
133,462,0.38691585015242486,1.0,0.9037265903021972,0.21567488337094726,1.097541418624957,1.0,10.739701613839468,11.080424141616858,-4.2193209525214534,-4.219495624416824,0.014706060012239047
134,491,0.5045687258078992,1.0,0.8566654189523364,0.08359734818196644,1.2449714858802743,1.0,22.794788108596975,22.49300159865074,-7.390963380578296,-7.431028091825286,0.0005925779740596613
135,261,0.29601664074421635,1.0,0.8844150626752777,0.28634507414270505,1.196673655018701,1.0,5.19237206647724,4.9955572293965655,-2.982288372343868,-2.9480990104130456,0.052439297815984436
136,425,0.3151586578497399,1.0,0.7593070795668064,0.26144248716333557,0.8686691354538079,1.0,6.735340057406769,7.193946870952844,-2.2495972525288153,-2.246733680986858,0.10574405490940317
137,68,0.37332453605101185,1.0,0.8087146429051737,0.046179409556170004,0.6222174130345032,1.0,4.8319289496638085,4.4041874517149475,-1.6890689802162975,-1.6933222984854994,0.18390751226363478
138,375,0.4006837223101145,1.0,0.9730768970022333,0.2049132246640006,1.7307916953701035,1.0,10.74910808121804,11.416448274282562,-7.033522770916731,-7.056853613412112,0.0008614843971565647
139,485,0.35581987163405004,1.0,0.8646166334692158,0.2658022964169689,1.0633665200429463,1.0,9.029013048845608,9.406337265276996,-3.4967470372418092,-3.407704616804371,0.03311712970210496
140,134,0.4911843958920814,1.0,0.6997552949903181,0.051523559951840436,0.7113359176517119,1.0,11.086658886250827,11.18687353577214,-2.6968402605243953,-2.6358664045946107,0.0716568586743725
141,79,0.265018939181744,1.0,0.7046655574702095,0.2701395018317654,1.0648971206695657,1.0,3.1835165994356585,3.327330503631013,-1.7712673675700203,-1.837644993067525,0.15919188299762382
142,367,0.3525139562582059,1.0,1.1602664714853586,0.020765494756778864,1.0779772556477414,1.0,8.018268238447694,8.015043138818422,-4.608103625960902,-4.624841151389997,0.009805212456490993
143,379,0.43085005529954457,1.0,1.4707942640385212,0.19972212726690972,1.4061833784008693,1.0,12.912396285370741,12.504064361161333,-8.056482728060134,-8.014285783121666,0.0003307043503391164
144,457,0.35646339960023155,1.0,1.015338926792107,0.21239686970494004,0.6729637706143397,1.0,8.874885758466997,8.790424129147961,-2.5405641825463277,-2.560346575499899,0.07727795315641287
145,352,0.42564801962746773,1.0,1.1770725752506004,0.05571317022390733,1.4299519406688548,1.0,12.13195642063464,12.056601673249778,-7.458891247417035,-7.520331565440159,0.000541952843219342
146,145,0.3168130302639768,1.0,0.909000996801117,0.21385027155378025,1.7994950955267328,1.0,4.838932302583186,4.768909115291423,-4.667452731328764,-4.703667580579198,0.009061980536276628
147,160,0.22041807164554805,1.0,1.1122899963421018,0.37816831272035667,1.650473563565917,1.0,3.060750127473909,3.1617593700847215,-3.498819468000762,-3.4292211815258717,0.032412174145534406
148,233,0.2984782817960303,1.0,1.1909071905923423,0.39338281102048,0.613431998007915,1.0,5.088670467475715,5.349375820012193,-1.7476544681796784,-1.742941049519712,0.17500494478916795
149,373,0.37820268865253154,1.0,1.1337680475754826,0.15098941666174412,1.1405195352802417,1.0,9.389169830703935,9.535013203780453,-4.89958364178735,-4.880957990178405,0.007589739647702518
150,9,0.33462501725651145,1.0,1.1896162258645107,0.3472546532895068,1.9049754603800022,1.0,2.085995735237818,2.0253951231441576,-3.571168685971007,-3.469066563128723,0.031146090005226248
