N,logN,logA_noisy,alpha_true
277,5.624017506223439,-3.6386539000741056,0.41010532053746684
260,5.560681631053989,-1.3638058314241275,0.24453577614388583
32,3.465735903112227,-4.052918635414337,0.3512057233592656
263,5.572154032215788,-9.10532834875406,0.4328611846305721
344,5.840641657402468,-5.905023068490729,0.40522999208076227
358,5.8805329864286335,-7.151405051603651,0.3350713980980628
98,4.5849674787726125,-1.9719419110158056,0.3246110818995318
89,4.4886363698444995,-5.343362044611912,0.4386982295277931
301,5.707110264782099,-1.3992724133556247,0.32801868940895523
442,6.091309882100322,-5.098299207064282,0.3350888115510181
136,4.912654885809581,-1.8626286823708882,0.3037916489092587
491,6.196444127814887,-8.808357966469952,0.4049298513579355
74,4.304065093339305,-3.2591403212741343,0.29423480667368523
344,5.840641657402468,-5.731543148181035,0.36197810809002656
109,4.691347882320887,-2.858518564242055,0.44704513249428673
450,6.109247582786588,-8.082600043893846,0.4526007666008846
476,6.1654178542524285,-3.754352570095962,0.2737184066629358
92,4.521788577157736,-2.856680607392964,0.3071965047485198
193,5.262690188956699,-2.734411012611743,0.3068047543940653
92,4.521788577157736,-3.7911478611584406,0.390678114198911
456,6.122492809536316,-2.0795962203251173,0.47739466123953844
270,5.598421959035412,-6.177276140853408,0.40805338751870845
421,6.042632833706135,-4.771496687533492,0.3150178227823807
192,5.257495372079865,-2.056656774213091,0.24548492748258996
341,5.831882477312842,-2.1497312856611885,0.35730119706445296
359,5.883322388516134,-5.074401803120401,0.3049297662892166
466,6.144185634147105,-3.4112610401084176,0.32889222427111325
301,5.707110264782099,-4.9662021584943945,0.3597609156845385
136,4.912654885809581,-1.5518986240728727,0.24208413600127676
222,5.402677381917324,-1.2254176714758913,0.28197907411324774
259,5.556828061738148,-2.7744615097848238,0.3027717280206108
184,5.2149357576633335,-1.6180931530805622,0.3146539749558446
355,5.8721177895035845,-3.710450333289985,0.24649292747804039
113,4.727387818800836,-5.441477814170245,0.3358838339551867
156,5.04985600731364,-2.9398262589785116,0.39665089163544986
425,6.052089168947946,-5.47306650359094,0.3414823354100047
181,5.198497031321074,-5.1662239102232625,0.2855854997236885
381,5.942799375152948,-2.3580802820799946,0.23379037835800925
288,5.6629604801706686,-3.9457121232052565,0.3866909203794813
28,3.332204510532347,-1.7183742393475794,0.30995979619170505
189,5.241747015112552,-3.0801541261532264,0.3220903092808077
109,4.691347882320887,-3.2272008188086914,0.3605447443259531
226,5.4205349993165335,-3.5888655954014674,0.3653587118271946
307,5.726847747619771,-2.5926404893542423,0.410830755932432
470,6.152732694725381,-2.412880834582792,0.3330414034798879
406,6.0063531596263635,-3.6196818944395828,0.34217139642639965
95,4.553876891705804,-1.0249974720516797,0.36633407658641165
370,5.913503005665297,-3.538772835183726,0.43169420314152773
268,5.59098698054817,-2.777287780257568,0.4161298577199346
480,6.17378610392277,-3.6038837497880194,0.2498909123081977
462,6.1355648911033835,-2.263219211117618,0.3300414522178332
298,5.697093486538962,-7.774647659967775,0.4055518754334891
324,5.780743515823193,-4.035510764759506,0.45505835148756085
68,4.219507705323165,-3.8798138118426557,0.3848739120271794
96,4.5643481915720026,-2.943390363893003,0.3446188205639259
471,6.15485809403765,-3.1188767855002335,0.4509813742540123
72,4.276666119154944,-3.763468533107612,0.36700031416339873
94,4.543294782376387,-2.3655251505378,0.31759141675108005
261,5.564520407361008,-7.863082149404638,0.43775170099955407
83,4.41884060791708,-4.335410606210015,0.42595054527272985
179,5.187385805896621,-3.28019845767753,0.23829849995804317
104,4.644390899237527,-4.780929753559518,0.2935690468939337
413,6.023447592985246,-8.187467330329858,0.37382690163551435
110,4.700480365883325,-4.843399136502756,0.4334165545126826
366,5.902633333428689,-1.7736710881328719,0.2451546013854226
336,5.817111159992966,-4.986882592769797,0.36433075350681154
376,5.92958914341649,-6.804576230935854,0.4192612053070204
293,5.680172609051197,-5.203222949918222,0.3760770733613058
429,6.061456918951327,-8.377177124325653,0.4390131439454336
494,6.202535517208165,-2.913328750493716,0.30379857002524646
337,5.820082930382036,-2.206777041871404,0.34347497351670336
88,4.477336814591843,-4.864164490247667,0.3475252078433603
300,5.703782474689534,-5.015369203392262,0.32486735341663897
457,6.124683390916086,-2.571670283510141,0.39204769990225685
374,5.92425579744127,-2.142047327855812,0.33444687917150234
28,3.332204510532347,-1.7426697587035966,0.33999273209081277
482,6.177944114071347,-3.400784198484156,0.292151103164335
463,6.137727054107832,-6.358688117943695,0.3518508544100028
447,6.102558594635941,-2.1350684864256744,0.4354972390418009
317,5.758901773908827,-4.02609191259027,0.3321445932167105
272,5.605802066332762,-6.258523025234483,0.29431707953926395
299,5.700443573424131,-4.164379600714778,0.20167201028256956
318,5.762051382811624,-6.289451055044909,0.3551516570046839
200,5.298317366598036,-2.6093290268868214,0.2757337820087694
420,6.040254711301223,-6.582537559909959,0.42052780080632096
84,4.430816798962361,-2.9904429158098162,0.33409936593364875
17,2.8332133446444514,-3.589002491186741,0.46164884802793266
171,5.14166355656114,-1.2840470037218117,0.27680207292253967
54,3.9889840467494597,-2.746845062158325,0.3328374047860942
78,4.356708826817797,-1.466038713282896,0.3099561014837127
486,6.18620862392107,-6.070993010036095,0.4182123133179637
182,5.2040066871317405,-3.756995904012763,0.2817580247804074
422,6.045005314059709,-3.553323716261679,0.37069541372794496
211,5.35185813352346,-3.8755244286897255,0.22157125419270463
141,4.94875989044909,-3.2424467302180884,0.35464050245897405
487,6.1882641231031235,-7.282882813275022,0.38285441534460873
457,6.124683390916086,-4.096212194236648,0.204701223971553
349,5.8550719222310805,-3.6399499596786247,0.223772728494318
206,5.327876168838125,-3.846116356851904,0.28132825146450086
278,5.627621113726608,-2.69884969064156,0.22406846324954757
111,4.7095302014024245,-2.3819665547097224,0.34842235718429754
22,3.0910424538128614,-1.2328173959519615,0.3518509446712741
327,5.789960170927834,-5.146933454308197,0.4050668558492913
14,2.6390573303295444,-2.3623193117426324,0.2725581153695614
46,3.8286413967064865,-2.311721341536777,0.41939317815361266
445,6.098074282188712,-3.5764297054166243,0.3419036420349265
439,6.084499413097951,-5.642073730029434,0.3432525104493901
420,6.040254711301223,-4.150341806630773,0.308201948835405
315,5.752572638857379,-6.5606550331531635,0.41785916536408035
454,6.118097198063374,-5.5971920314113115,0.38332676531757504
256,5.545177444518625,-1.4790028056700342,0.2484862446114658
190,5.247024072213118,-3.341004290578997,0.22118990589278473
247,5.509388336668463,-5.257261066819261,0.46636303665576534
31,3.433987204807727,-2.7980124183537485,0.38812019356314453
57,4.043051268009989,-1.4083785566306104,0.3036746196088652
23,3.1354942163639326,-2.190504729441597,0.3584993977043236
65,4.1743872700494835,-4.505863905634132,0.33215186366258104
271,5.602118820916601,-3.904863360231497,0.39757267296468507
188,5.2364419628831405,-1.7103869968057095,0.3948299969409326
100,4.605170186088091,-4.6763668250278725,0.38351024495780245
387,5.958424693055622,-1.7096599305880615,0.3506254030774601
244,5.497168225334185,-3.0155979077893345,0.3742395302285437
36,3.5835189387338877,-4.044381364327553,0.40045223046329
250,5.521460917902246,-3.2577346794976725,0.2850769765015396
209,5.342334252012658,-3.8278413477443682,0.3713715362913563
374,5.92425579744127,-3.6226142616842707,0.43851921379627334
470,6.152732694725381,-2.240773068498975,0.2886969572425711
217,5.379897353586543,-1.3606781221291748,0.21258295356067197
271,5.602118820916601,-3.2931660117479713,0.4305785627090582
235,5.4595855141867125,-3.9846421744299376,0.22558762167359753
93,4.532599493260783,-3.348845546810224,0.32103054261822317
44,3.784189634145534,-2.814893360902427,0.3415791759709874
112,4.71849887138438,-3.9178938741802805,0.2186542838692515
19,2.944438979692756,-1.0770569052004775,0.25139555729967383
22,3.0910424538128614,-0.8663838657519434,0.23526118017825548
456,6.122492809536316,-3.919886406443353,0.34029057370695104
210,5.347107530765088,-3.354784307784967,0.31177410756150487
412,6.021023349373798,-6.211003970012037,0.42319373055302667
32,3.465735903112227,-2.294267869208053,0.3283781596746107
313,5.7462031905721025,-8.071356851352238,0.41261444132267994
485,6.1841488909581015,-7.606873422477408,0.3996861271435963
148,4.997212273831683,-4.1109363451304395,0.4270432618880827
476,6.1654178542524285,-9.240461734838497,0.35955685150686384
54,3.9889840467494597,-3.994183220575786,0.32368969878220255
23,3.1354942163639326,-4.196859572863513,0.5368436107907694
377,5.932245187474536,-5.944854441755399,0.3614827041951737
255,5.5412635451976415,-2.745064245772954,0.4138979018187286
224,5.411646051899683,-3.684465343975073,0.41689719750007825
445,6.098074282188712,-3.4408988037623396,0.378898883498233
297,5.69373213883637,-6.004489522209056,0.38098508842781553
202,5.3082676974507095,-4.286694052408368,0.3254086668657325
191,5.252273428098986,-4.103621576183737,0.27579060985746606
408,6.011267174428672,-8.588337033020933,0.4268782498251998
464,6.139884552247807,-2.8146770087487103,0.40999068521965215
405,6.00388706713123,-5.713933897564493,0.3917750782190822
320,5.768320995825023,-2.00946098005182,0.34701823245366004
12,2.4849066506213338,-1.408206082433206,0.39742305196249006
193,5.262690188956699,-3.3394201608299108,0.28513445232604506
345,5.843544417060345,-6.005592536083404,0.309280808617205
67,4.20469261954022,-4.221565866295159,0.2500772900976945
27,3.2958368663746995,-1.523522098155178,0.3442714442086972
229,5.433722003597908,-2.7638766192389763,0.41138447912244197
298,5.697093486538962,-3.3236852793627847,0.3915299937254472
128,4.852030263997742,-4.612228428702032,0.36132002366867777
412,6.021023349373798,-7.285208314694472,0.3932770493079731
422,6.045005314059709,-5.688104738410177,0.3450664663494649
42,3.7376696185214637,-3.3145210073923677,0.4492867976851065
437,6.079933195118474,-2.5663705302410587,0.4157820981553276
157,5.0562458054120025,-2.862755352812546,0.30301844051153337
6,1.7917594708947218,-1.350093761151277,0.40079752989616263
311,5.739792912211389,-1.4283916649387467,0.27475816108557166
269,5.594711379639014,-1.9167182872013244,0.29588313566528157
264,5.575949103184195,-6.264272509065072,0.35314714747247905
473,6.159095388513075,-1.552254760443694,0.24077242818598144
392,5.9712618398159725,-5.4342865849002395,0.43109403380079986
115,4.744932128450206,-3.6238369047725,0.36946643812574953
329,5.796057750795767,-5.286594797320543,0.2830242542207948
340,5.828945617639619,-4.823430265012548,0.3265680130141475
366,5.902633333428689,-3.9221588302852046,0.20508784491933035
330,5.799092654490829,-4.530609404554451,0.3810317962633076
302,5.710427017407982,-3.877370392403313,0.3539670838675754
192,5.257495372079865,-2.073700177912159,0.3650257685933701
313,5.7462031905721025,-2.7779832981706187,0.2572307319869149
170,5.135798437109085,-4.091288451082584,0.5499305196919323
312,5.743003187841533,-5.551299806673311,0.3570491199974333
200,5.298317366598036,-6.776846830191043,0.3559573643366338
26,3.2580965384060976,-1.414693598759499,0.3388377924262562
315,5.752572638857379,-2.158926344790494,0.49987447083294123
144,4.969813299645445,-5.7388329315730715,0.3740135406967797
208,5.337538079749395,-1.759564761770784,0.3573184865973581
424,6.049733455255542,-8.700295859406957,0.47895900690487
248,5.513428746205305,-5.288201869004809,0.41475997265209463
45,3.806662489992542,-4.447959147510665,0.31462716413471337
171,5.14166355656114,-7.087135051542499,0.4089196053216133
210,5.347107530765088,-7.489781767436471,0.4938593052201893
78,4.356708826817797,-2.1294906111313825,0.3547490523632665
65,4.1743872700494835,-1.9343366550488414,0.23900213859202551
380,5.940171252746747,-2.8478727414946494,0.29227950661025065
120,4.787491742865379,-5.1422220623069235,0.30720592764347027
49,3.891820298314708,-5.470861014923354,0.27816077310091064
459,6.129050210082331,-9.702776756461885,0.4138499615007515
400,5.991464547132982,-1.9973448037948787,0.345234972613966
421,6.042632833706135,-6.09843571090413,0.3016085350388692
446,6.100318952042485,-6.453306389554578,0.3003805270192111
489,6.192362489495322,-7.17467377880865,0.31185430079240284
498,6.210600077044734,-6.558478316376443,0.51365154901692
415,6.028278520254795,-2.5859043444779317,0.35150233622763005
88,4.477336814591843,-5.963910702793005,0.38936985855288603
41,3.71357206694821,-6.287328741182939,0.4094567478570408
246,5.5053315359730135,-3.9763363075775375,0.36232117866368696
471,6.15485809403765,-5.058948915788702,0.22412289775800648
242,5.488937726198008,-1.5218501811153258,0.3738489800534861
411,6.018593214520566,-7.969144672530637,0.334504261496947
463,6.137727054107832,-6.97138491147194,0.3745538508859238
339,5.826000107409949,-3.0403338974193366,0.3878274777312749
248,5.513428746205305,-2.7064428042559596,0.44608834940610864
113,4.727387818800836,-1.4503444190901036,0.3247141015911572
431,6.066108090126949,-4.259165908711716,0.4769214108690266
267,5.587248658437702,-4.047246999949405,0.4844689340186099
158,5.062595033090258,-1.8038412274731062,0.34961002469854474
178,5.181783550348265,-4.103376138368091,0.37905689614999344
407,6.008813185467165,-4.040102286914683,0.3465251303662216
373,5.921578419670626,-2.2709344052215705,0.35959236252737525
331,5.802118375407274,-3.074104052047648,0.39447616212977316
204,5.318119993893236,-4.947760845773022,0.4498694591363763
23,3.1354942163639326,-2.3054498576786773,0.22193155706386747
367,5.905361848081818,-3.0064034335469945,0.3630779593714922
455,6.120297418972928,-4.720662353023329,0.4058068703322123
347,5.849324779975678,-4.238511544742036,0.3597478125105332
182,5.2040066871317405,-2.361963375064365,0.4175124123834205
203,5.313205979091048,-3.9662175943872326,0.2720398798497756
309,5.7333412769301075,-2.1544731081279336,0.3794940214374997
133,4.890349128296942,-2.0173137275646855,0.376449302761154
132,4.882801922662129,-3.305004117455554,0.34769854318365023
262,5.568344503799265,-1.6283899843830638,0.35303022638566595
154,5.036952602478564,-5.461276616683815,0.4516661758686692
491,6.196444127814887,-1.8675331102510873,0.3080537366186541
178,5.181783550348265,-2.7229777855558077,0.3068536639876997
409,6.013715156067252,-7.735921140212729,0.40411504354837396
258,5.5529595849603774,-6.726790162591488,0.42136572638812075
454,6.118097198063374,-1.6140968688478121,0.3666959720340563
88,4.477336814591843,-5.176799007341839,0.41165845016650743
309,5.7333412769301075,-5.994120722233226,0.4108215592051199
53,3.9702919137408013,-4.240332625833542,0.29417811610888217
471,6.15485809403765,-6.699213911159016,0.419152992050485
162,5.087596335294113,-2.1432404273157397,0.3958866401141491
283,5.645446897678573,-7.325069489777495,0.4004455682315552
481,6.175867270126552,-12.647023784730028,0.5293824343507193
252,5.529429087551106,-5.243479222559642,0.42016250887232776
117,4.762173934883226,-3.149395274876939,0.48144300639688287
300,5.703782474689534,-2.0143146015201423,0.4226211040739809
207,5.332718793313679,-4.396662759758066,0.2338278759887547
171,5.14166355656114,-4.474873755685002,0.3491123426221532
500,6.214608098442191,-6.943572362579861,0.353463689234863
385,5.9532433343137585,-5.581439631545004,0.3512680924064627
452,6.113682179854355,-2.0336930304656198,0.310714473296743
87,4.465908118769526,-1.7776901690029638,0.24379102603642883
105,4.653960350252762,-3.8046845456541623,0.19745138601727522
173,5.153291594555583,-2.900016720754556,0.42535021849782606
95,4.553876891705804,-6.600553446462213,0.3939630104439638
154,5.036952602478564,-1.606617964316406,0.16004646428544195
188,5.2364419628831405,-4.121252847274786,0.35828819158098196
349,5.8550719222310805,-4.340231337312455,0.38834734729175074
374,5.92425579744127,-4.84773913126036,0.305528608435126
175,5.164785973980657,-1.2627079953157663,0.21934367523483644
43,3.761200115926121,-3.9337158525467855,0.3654045388460029
498,6.210600077044734,-2.986609540170925,0.24337020339903623
173,5.153291594555583,-6.099375648367437,0.31845272518740564
22,3.0910424538128614,-2.307516585506427,0.3665267963136643
362,5.891644211853396,-4.573041013949591,0.4066282253426185
381,5.942799375152948,-2.5559109540183074,0.3712992048269724
157,5.0562458054120025,-7.822757324406806,0.43882454483405486
94,4.543294782376387,-4.337480188410876,0.4350187182184675
380,5.940171252746747,-2.2464124501309417,0.35838352743083285
424,6.049733455255542,-4.924721217722464,0.3588710068427821
297,5.69373213883637,-4.898907920262634,0.3393221538572954
42,3.7376696185214637,-4.447995503698793,0.3499658379843385
