sample_id,N,m,alpha_true,M_eff_true,M_eff_noisy
205,102,1.0,0.26713691780015014,3.4401015188733495,3.348869164254595
206,104,1.0,0.3268130977933418,4.562395329251796,4.82453201132794
207,124,1.0,0.37100001626050605,5.979425775689193,5.643297640507504
208,164,1.0,0.3705639593232134,6.618221614155404,6.423106026932036
209,292,1.0,0.3975345189426915,9.551570506751615,8.989298311708518
210,412,1.0,0.25134484666286633,4.541935262483406,4.69509628717443
211,93,1.0,0.37098425732044726,5.373734243490277,5.272016115562257
212,58,1.0,0.39485931876236496,4.969423120401341,4.377008879580545
213,252,1.0,0.377126832317529,8.046973647193168,7.898495540183406
214,438,1.0,0.36640823537534445,9.286624119288195,10.293092709907228
215,129,1.0,0.3295657204416809,4.961100426221756,5.081876517796021
216,339,1.0,0.3407627965848078,7.281115580106793,7.262998345848321
217,401,1.0,0.2777645464768679,5.2851974414232705,5.324498704974926
218,449,1.0,0.22993804903141196,4.072418007975678,4.131657991000246
219,384,1.0,0.38453609398384125,9.857541964417816,9.968879395520808
220,325,1.0,0.4177779387312388,11.204937872959027,10.77033118276425
221,491,1.0,0.4335734521991095,14.681874001939056,14.817783707494142
222,392,1.0,0.361991206857961,8.684538666421586,8.83660536895339
223,250,1.0,0.30313953287024165,5.332248909358026,5.295565038527222
224,30,1.0,0.3335018418031983,3.1090138663074933,3.2118562734624527
225,269,1.0,0.22183071522354175,3.4593434848619586,3.1770951035693633
226,366,1.0,0.38897784522376533,9.934301784476453,9.66328971198201
227,208,1.0,0.308879900471107,5.199997947204232,5.471151838383423
228,339,1.0,0.38391841752477207,9.362466228412238,9.07178993542081
229,144,1.0,0.2903998793960214,4.234364182445778,4.185800704726583
230,258,1.0,0.26124080800853,4.265927601280944,4.202642154187697
231,437,1.0,0.2641357058049461,4.98247843891906,5.402849552986544
232,111,1.0,0.3496044886371112,5.188646627461101,4.9131326556415935
233,23,1.0,0.4528480953636184,4.136717436944924,4.138435440189606
234,36,1.0,0.3733304637980804,3.810791031188098,3.6611784708961395
235,429,1.0,0.39733486177934785,11.11647394280279,10.779800656432867
236,375,1.0,0.29192293202210345,5.64181387800132,5.899172687921723
237,471,1.0,0.3455306461518091,8.38707721272052,7.651054333407972
238,392,1.0,0.3304418414459267,7.193333958680569,7.485354668358533
239,472,1.0,0.42706139052095465,13.865559157951045,14.532502245974822
240,260,1.0,0.32982001125585514,6.259022846575924,6.338666488541084
241,52,1.0,0.47875535093764493,6.6304924213037095,6.437088775115628
242,115,1.0,0.2376626299454786,3.0885232020906654,3.3504757112862578
243,276,1.0,0.3767567570475098,8.310535136416041,8.147234767792572
244,265,1.0,0.30230464823719116,5.402048655670671,5.968352984769964
245,367,1.0,0.36047783929520605,8.404372274016694,8.03819436729269
246,310,1.0,0.17567310520421356,2.739461775284353,2.6936838452169924
247,487,1.0,0.4374468018345932,14.984799933327935,13.889509617602195
248,198,1.0,0.32235118306133653,5.499620741052931,5.475988298428139
249,319,1.0,0.4127811387634259,10.802333208228447,11.123928533170544
250,218,1.0,0.3535743178369666,6.711477823741375,6.535849522669952
251,120,1.0,0.30715155167839914,4.351347283287016,4.25169740328387
252,386,1.0,0.22618502761244857,3.8463368962829194,3.8845790140189056
253,63,1.0,0.28828723090180575,3.3016186146987434,3.2068083258733173
254,32,1.0,0.2972060525960777,2.8011714004889297,2.9470032914219653
255,97,1.0,0.401321277668093,6.27095624923146,6.224439756505779
256,68,1.0,0.3756951265054169,4.880503940780038,4.684085873877476
257,450,1.0,0.31040909550267737,6.661642104298437,6.577643607533541
258,95,1.0,0.28275909509388053,3.6242599257073183,3.6136009190576575
259,405,1.0,0.4081161286846834,11.591628388104128,12.460840559710306
260,38,1.0,0.5523830508574009,7.458400198885481,7.72989578174126
261,218,1.0,0.34909885480588815,6.551677083313366,6.324030784885982
262,186,1.0,0.30142694791067837,4.831615435357264,4.72927119665071
263,53,1.0,0.4294024460252785,5.500577348114501,5.158176015488555
264,257,1.0,0.5081172588901186,16.769828172014943,17.42120678999453
265,57,1.0,0.4884657201946133,7.2058410157805,7.275923636728955
266,271,1.0,0.3519801993611296,7.18384603716529,6.8645505828233055
267,464,1.0,0.40386028634174664,11.937151759083175,11.36433314254418
268,482,1.0,0.36583692103033505,9.584239714255196,9.42671789679462
269,252,1.0,0.3500563767082192,6.928282255096299,7.119843338792614
270,85,1.0,0.3604068172495284,4.958790199037877,4.8688396570224315
271,165,1.0,0.27561362498009195,4.0847811017465405,4.166006731854604
272,140,1.0,0.44539560179020166,9.033914750317273,9.157830495546106
273,148,1.0,0.3342349641652929,5.313459157499784,5.426104038732232
274,364,1.0,0.4320498138481843,12.779779953262182,12.123796329218186
275,250,1.0,0.37895414301942576,8.10418415250446,8.733612300115354
276,450,1.0,0.27283262528113444,5.295206919112366,5.729143610585155
277,60,1.0,0.3060584989575306,3.5012111480222843,3.3813173079205154
278,388,1.0,0.4620021284988778,15.705283036623703,15.962360393265408
279,471,1.0,0.39858196599284856,11.625668317752153,10.70116041702955
280,142,1.0,0.3530645573658925,5.753031230778838,5.63946217239279
281,139,1.0,0.31511796097541184,4.734808888160049,5.187684594556212
282,202,1.0,0.2533614308660601,3.8378422677668786,4.225301452414163
283,485,1.0,0.24583562982733448,4.573524520590288,4.993215522126921
284,320,1.0,0.18702729427885306,2.9412464920196104,3.223357360774628
285,173,1.0,0.38885092765624024,7.417649418295165,7.478256994900574
286,466,1.0,0.3455188414419985,8.355599408033333,8.017284798462837
287,54,1.0,0.4116088241260181,5.164978980001803,5.514401778991596
288,241,1.0,0.38743861599135015,8.373082806724604,8.633937655099857
289,446,1.0,0.3176471626095422,6.943104481488884,7.132269149852329
290,303,1.0,0.3761195766384451,8.576678898784595,8.778912221569767
291,198,1.0,0.26877573703346036,4.142741922792529,3.8230506595900575
292,368,1.0,0.2867177191611671,5.4409412219726265,5.491227939194566
293,177,1.0,0.3424300134155611,5.885366538947817,5.36094505739937
294,488,1.0,0.22331511608880186,3.984417002250108,4.070338022651559
295,377,1.0,0.3503428000683195,7.991027818877179,7.873770414989958
296,189,1.0,0.41835038151796183,8.961045124741345,9.083867351194735
297,127,1.0,0.4023440388361032,7.021871635482658,6.96202934157648
298,419,1.0,0.30945910304959456,6.478403581989819,7.003114209379271
299,313,1.0,0.3791962536790827,8.836922855056583,8.625539505728891
300,261,1.0,0.3231104471852932,6.037286627671322,5.909116617299894
301,355,1.0,0.40736393163157225,10.936315948914826,11.337465724124923
302,480,1.0,0.32110064726706283,7.260195189281874,7.16432708645324
303,98,1.0,0.42818368865073425,7.122140322624642,6.754958163747915
304,368,1.0,0.23799238991950472,4.079925703392601,3.9890618613343465
305,401,1.0,0.30760053682978417,6.320167764210813,6.600177572954476
306,74,1.0,0.2552871669387421,3.0004809244316797,2.6416123198592483
307,170,1.0,0.33388979699914895,5.555512608406733,5.806847279711987
308,399,1.0,0.3459921123754788,7.941748074669294,8.092491848611404
309,9,1.0,0.3327833243287864,2.0775715740068352,2.009909405320926
310,20,1.0,0.3307290596866954,2.693322921036421,2.728407996796073
311,396,1.0,0.33822983236576326,7.5616749961115906,7.38040975154029
312,226,1.0,0.2507585279009943,3.8932542532223136,3.5815295579781163
313,18,1.0,0.34339342517735083,2.6980644834947496,2.6184734682072337
314,459,1.0,0.25033440636699533,4.638134073047561,4.719147052430299
315,65,1.0,0.2884329987573174,3.3335274520002023,3.244461890658393
316,159,1.0,0.3647428333705474,6.352487578266939,6.230282980364389
317,121,1.0,0.23271693125456977,3.0528074990265623,3.2941342537421896
318,237,1.0,0.4533922980574469,11.93143308421272,12.440354880453482
319,191,1.0,0.2517403364714313,3.7517000353608037,3.719902526965381
320,491,1.0,0.36355716122284115,9.51397372966389,10.281336350401757
321,387,1.0,0.37678269265624714,9.440711044479507,9.247727169604916
322,224,1.0,0.3876011724362942,8.146271635204457,7.557727793232992
323,216,1.0,0.3520164244580032,6.633856342381172,6.449512563396016
324,122,1.0,0.28867102693289376,4.00194978413487,4.126427606192938
325,350,1.0,0.3191361246097694,6.484910944548253,6.459957762516636
326,344,1.0,0.37124734168789003,8.74360598829885,9.034765612878134
327,409,1.0,0.3690906947421233,9.203706698522371,9.250174973062856
328,175,1.0,0.3979178989456843,7.808093182297667,8.169771266939371
329,168,1.0,0.4056807096197664,7.994016651050128,7.466753774337792
330,367,1.0,0.4057140212184364,10.977943265803733,10.840463331593345
331,240,1.0,0.2968139409173276,5.087212497286702,4.847615495307298
332,137,1.0,0.43682306182159314,8.577659854984196,8.125905894891098
333,261,1.0,0.23326496292019186,3.6619934092498756,3.723972343055725
334,481,1.0,0.33505655365155806,7.918998955506277,8.82653138224764
335,192,1.0,0.3929228443566355,7.8915300265215045,7.879660731692305
336,397,1.0,0.35433734021259644,8.33390443207054,7.785123404860716
337,204,1.0,0.2846532242610012,4.544055990766838,4.248481952774614
338,302,1.0,0.3810642832319476,8.811342203326394,9.288171976411935
339,414,1.0,0.28346918471556404,5.5187275356172645,5.588391712195653
340,216,1.0,0.33518114772730634,6.059892047880123,5.913907482820094
341,471,1.0,0.2704899030147342,5.2847587431308956,5.053366652432986
342,209,1.0,0.46105267989999876,11.74112368201098,12.123014315848929
343,489,1.0,0.26193886618833695,5.063309948790761,4.840942379027151
344,95,1.0,0.2399954978867784,2.982941672128231,3.3795025962589342
345,71,1.0,0.20702030405001595,2.416840924317314,2.426599040695111
346,97,1.0,0.3537320552936982,5.044113484709204,5.207797888271201
347,304,1.0,0.44392983101171746,12.653819943084617,13.015253261870146
348,226,1.0,0.27412619266509164,4.418987606533215,4.442790100570975
349,446,1.0,0.3532215275655922,8.625854054871594,7.867359823874137
350,58,1.0,0.3717374869889453,4.524100988336476,4.731146752056179
351,74,1.0,0.3471389990042814,4.4553643767935736,4.4993093656747
352,417,1.0,0.27498018490654164,5.253944694396315,5.305878359866147
353,178,1.0,0.40773775615226643,8.271441492561337,9.087428327167682
354,9,1.0,0.39224970128199743,2.3675618825983147,2.541300290980468
355,250,1.0,0.4938873887033255,15.286650245566987,14.856827686884058
356,248,1.0,0.4283480617411329,10.608616167918166,10.404463475007281
357,211,1.0,0.4453200001988252,10.840503736229246,10.73919242529578
358,415,1.0,0.4260683707126551,13.045702997399676,11.436142936084174
359,33,1.0,0.48456437862997065,5.442742195389363,5.3795774717768445
360,456,1.0,0.48514546561113236,19.497760733039893,19.95510084411059
361,209,1.0,0.3644022686033869,7.005942524961245,7.495808915832215
362,219,1.0,0.27747794242290547,4.460891059306339,4.290007705953215
363,288,1.0,0.3554776762809983,7.48616037330479,7.114758682340219
364,68,1.0,0.32612226579548875,3.959332353113368,3.8532285871202157
365,275,1.0,0.3443915926758995,6.919674590442418,6.882362206634818
366,237,1.0,0.29016653903526207,4.8873395024058,4.972257690938208
367,131,1.0,0.3949100197204403,6.856960522610464,7.2456101163575335
368,333,1.0,0.32128608383665425,6.462882042862057,6.203363793392534
369,15,1.0,0.3476110683043759,2.5634351729434783,2.6023335321450136
370,166,1.0,0.3113285579210177,4.9111483105193985,5.071143016194763
371,130,1.0,0.31755401412761,4.691278298547462,4.33741541552215
372,164,1.0,0.3576950245791018,6.197815227266445,6.301730648899512
373,137,1.0,0.28121192758090396,3.9890668039041373,4.042849627277706
374,307,1.0,0.344073480474547,7.173950195036987,7.631489360494343
375,41,1.0,0.4248377779894498,4.843636130117801,4.940308580510777
376,312,1.0,0.43066139790013985,11.861404158123404,12.83895393245018
377,392,1.0,0.2707221160667528,5.035700491168191,4.6758216792174645
378,29,1.0,0.15664096747012407,1.6946165254553847,1.7208691559107165
379,437,1.0,0.394461687915012,11.004460719455952,11.215929907768635
380,469,1.0,0.2993118555757139,6.302512273833481,6.032829409843538
381,473,1.0,0.3393179243342805,8.0840376994868,7.293903737984262
382,282,1.0,0.30943297351343757,5.730438651270145,5.688546597168228
383,217,1.0,0.3312320448933687,5.941694735744894,5.862105185726163
384,228,1.0,0.31731157619477696,5.600154682472725,5.0645406493470935
385,54,1.0,0.36349757086217255,4.2630548794485525,4.152065521920748
386,384,1.0,0.38488576664699453,9.878074665876682,9.53075919858726
387,475,1.0,0.33208814654553104,7.742803178878761,7.46702835604388
388,452,1.0,0.5032036111503315,21.680797269463024,22.51419416700045
389,410,1.0,0.37112895412856894,9.325663488233817,9.086461473137959
390,138,1.0,0.3473104081461261,5.5360789999263105,5.764314745682016
391,384,1.0,0.39531034384679475,10.510245607738204,11.064521176097118
392,86,1.0,0.4492119826895452,7.396050788602344,7.382869540964017
393,213,1.0,0.37349774052420953,7.407037117691895,6.782154373409329
394,289,1.0,0.4273648297062241,11.264221646074592,11.724475596776124
395,224,1.0,0.4024913922060957,8.82987584155317,8.338052399918448
396,80,1.0,0.2793049724313173,3.400497785450023,3.349384986358254
397,456,1.0,0.4256426958334904,13.544686695932548,13.437013987136408
398,272,1.0,0.288261072079334,5.032588748734945,4.864147162113515
399,332,1.0,0.3789254886025655,9.02242914627635,8.817916736869234
400,460,1.0,0.3683059807594078,9.56554314074955,8.843721298336732
401,253,1.0,0.4029005815937132,9.294342141951995,8.923151595029301
402,5,1.0,0.29510468975243076,1.6079381013405678,1.6549012056926669
403,5,1.0,0.3583905665314052,1.7803453551546138,1.7648506525054213
404,499,1.0,0.3717250284184025,10.068192302876682,10.220725372716691
405,31,1.0,0.2999218278213517,2.8008633784126147,2.7395591431021145
406,43,1.0,0.46184274271964476,5.680748358715618,5.6348850535029475
407,331,1.0,0.40275922795218355,10.348656632789588,10.26207930557489
408,425,1.0,0.34740758048405523,8.186951898695698,8.251598892620256
409,381,1.0,0.4441726268085324,14.008002998588957,14.015749542174937
410,353,1.0,0.29470378256833707,5.634285410121309,5.134294047144127
411,172,1.0,0.2371571902100357,3.3897810312100294,3.5684459019162342
412,371,1.0,0.389798595624367,10.035484433114583,9.870304706474096
413,459,1.0,0.3757769286177367,10.005707330925885,9.597612039576978
414,114,1.0,0.31139125613847385,4.370208781995749,4.796137197913561
415,298,1.0,0.2575805060592399,4.338203070507305,4.491099080245158
416,259,1.0,0.42630064386596217,10.685411292626064,11.1285666017733
417,83,1.0,0.22080746272503832,2.6530581216011417,2.6450235151705135
418,53,1.0,0.3018274088256886,3.3146197810671745,3.1423752251086774
