matrix_id,n_obs,identity_functional
243,20,123.64594909885679
244,20,109.41759843828676
245,20,113.32871744370168
246,20,121.62417508225712
247,20,126.37248229985407
248,20,113.87540976521582
249,20,118.63509572538231
250,20,118.69456831506677
251,20,101.07461443766314
252,20,119.41574903659048
253,20,115.80583297096896
254,20,106.7709645826971
255,20,122.47092200472737
256,20,119.70389001765854
257,20,112.46868880676962
258,20,104.75972150321107
259,20,111.63180560920584
260,20,140.76067918893534
261,20,120.01824749642213
262,20,116.27015835433511
263,20,106.9915567402835
264,20,118.82393771501654
265,20,111.03378165838123
266,20,126.71707650278438
267,20,119.51686555925173
268,20,116.14398940652629
269,20,114.60710235532977
270,20,120.13426885906007
271,20,115.54725175895095
272,20,114.64411198850473
273,20,121.77357893301775
274,20,116.33407785348766
275,20,125.76542150080881
276,20,106.30667201749475
277,20,125.95175080170756
278,20,115.90547660650488
279,20,110.05855421905608
280,20,121.5361096545331
281,20,129.8358037408386
282,20,119.3287601596013
283,20,114.00863456091349
284,20,121.33199292370944
285,20,123.17595878070716
286,20,112.90747813041142
287,20,119.97371845479604
288,20,106.0779345337557
289,20,139.83988628586334
290,20,110.2829429922631
291,20,117.1465314001765
292,20,112.72275033742804
293,20,115.65277518016441
294,20,112.91499592984236
295,20,113.2482081977951
296,20,116.59471780378624
297,20,104.16450720291137
298,20,106.93285385118804
299,20,104.82611134745679
300,20,111.80403488725625
301,20,121.38510794546116
302,20,123.02356599594077
303,20,121.20663204510078
304,20,106.12449863483414
305,20,114.59110977351443
306,20,119.33209635391407
307,20,109.78260375857928
308,20,116.8920097968105
309,20,118.73425365247304
310,20,111.09497465840231
311,20,112.30974069562546
312,20,105.38247490110369
313,20,127.13751569379852
314,20,107.12206242226272
315,20,114.80365424283997
316,20,108.75861333525002
317,20,109.5200647317408
318,20,123.10280909212621
319,20,107.08218776472991
320,20,114.19102146346795
321,20,121.07166059206773
322,20,112.26127361613452
323,20,115.87790923173421
324,20,122.19303442192967
325,20,121.43421854196596
326,20,103.2748097794724
327,20,112.62707033845994
328,20,124.75348041277464
329,20,123.49322927076035
330,20,128.6441232304018
331,20,114.78386894537218
332,20,116.95634354300951
333,20,112.69050451377194
334,20,131.81204773387873
335,20,135.46283781527268
336,20,106.89492714993807
337,20,118.4514406855946
338,20,114.37760386577872
339,20,114.51389000451678
340,20,111.81378038268124
341,20,111.66425807501192
342,20,109.53162589616201
343,20,105.94338141030065
344,20,107.96138604683688
345,20,111.16342463633032
346,20,116.26856417329785
347,20,104.08800257948351
348,20,126.46271617630748
349,20,109.1958418046087
350,20,123.90839284303254
351,20,113.15152152454581
352,20,121.3021732887089
353,20,115.0147048620882
354,20,124.37375259185076
355,20,113.2321383473164
356,20,132.13199642120725
357,20,110.88167543718373
358,20,112.55807762980999
359,20,113.59016293894419
360,20,110.15458095720125
361,20,117.75145783309631
362,20,108.25049864607045
363,20,124.07448624428044
364,20,109.37823240673595
365,20,106.36673130039885
366,20,117.12189808420771
367,20,117.65568565222236
368,20,114.59859254071937
369,20,109.33527940680251
370,20,113.0075952506251
371,20,141.4774750642111
372,20,113.62017800924303
373,20,129.65880801933525
374,20,114.6856950709053
375,20,112.9500371352743
376,20,110.7314966397459
377,20,115.10709184248734
378,20,110.95566752859102
379,20,114.61072419954088
380,20,119.2871697030213
381,20,122.6861328707463
382,20,114.16743417471325
383,20,119.93908176040782
384,20,116.37326178132773
385,20,116.4607201629625
386,20,105.84636447299536
387,20,110.22588911524507
388,20,117.6511587510863
389,20,125.20522495879734
390,20,112.78678633306689
391,20,110.07989504528464
392,20,110.15684907012175
393,20,114.72335859115725
394,20,110.80680831093406
395,20,111.92686177002179
396,20,115.4798728535308
397,20,116.13496091943702
398,20,125.37724648219361
399,20,115.43304235659444
400,20,117.47611879971956
401,20,118.03518678200845
402,20,115.06193963384155
403,20,106.36616096987999
404,20,128.02977323942537
405,20,105.7991654576142
406,20,111.90053957859826
407,20,110.21480509848543
408,20,117.35608876656424
409,20,108.60071283046464
410,20,109.31808698050868
411,20,105.7478023142438
412,20,120.58916665723044
413,20,113.40513814035457
414,20,119.02574284533685
415,20,115.45591853244434
416,20,118.67447134779005
417,20,117.3152831231927
418,20,106.65463281247105
419,20,105.2570692225824
420,20,103.82800067740394
421,20,122.9286177126868
422,20,122.55244125885386
423,20,117.52842463670915
424,20,103.16997647976328
425,20,115.20317653720399
426,20,117.22920125216089
427,20,133.84442518869542
428,20,105.59325430671659
429,20,115.89987522972925
430,20,125.23408607768289
431,20,107.68448720483323
432,20,129.85835570049016
433,20,107.57177802848075
434,20,125.98752233462487
435,20,114.02837177701639
436,20,109.68433606765683
437,20,107.81762938271866
438,20,113.65056859492387
439,20,106.5980226611523
440,20,121.1966128525123
441,20,121.67213336427787
442,20,111.04738471458855
443,20,121.17861399159582
444,20,126.1569040345331
445,20,117.63887778602576
446,20,123.28476957880437
447,20,116.29413012518157
448,20,113.85517392770853
449,20,112.69564160173141
450,20,111.16612313421095
451,20,104.80988809087614
452,20,115.97741841108913
453,20,106.68998391691807
454,20,112.48566015104879
455,20,112.87898496873328
456,20,111.86753986125123
457,20,114.34046693639115
458,20,113.81842200018794
459,20,116.05102207478208
460,20,104.66205094481481
461,20,112.5518337247692
462,20,114.8339635255448
463,20,114.12290079921203
464,20,107.25429585702973
465,20,123.96120150973982
466,20,109.40524969150252
467,20,115.69118079995563
468,20,106.70555848270978
469,20,130.1996908716402
470,20,108.56982373317722
471,20,120.61741462563079
472,20,114.52325680881812
473,20,111.29401628265637
474,20,115.70378464749406
475,20,117.27227128230089
476,20,107.19864305078366
477,20,120.77302763707368
478,20,112.73332454478255
479,20,113.14250610162847
480,20,123.93342745797904
481,20,117.94000294262054
482,20,107.42229413311742
483,20,126.23535313274479
484,20,113.33401737092332
485,20,109.92591086415858
486,20,113.07947792906873
487,20,110.23775642488117
488,20,105.79085947429874
489,20,106.17227166755703
490,20,113.8031932979057
491,20,111.78476325249314
492,20,114.07485958702986
493,20,107.59017703286442
494,20,119.59400255084782
495,20,108.33672040653941
496,20,116.31692439296343
497,20,117.99286824617613
498,20,109.4157477556426
499,20,110.6623860331402
500,20,105.12102424159897
501,20,122.14207429095681
502,20,111.3001710998254
503,20,111.3639861586077
504,20,114.75413744314397
505,20,118.31182544520306
506,20,136.02593055098652
507,20,114.53351597171681
508,20,107.09043664004467
509,20,117.88579769393039
510,20,115.9550626357888
511,20,104.67764071496066
512,20,106.09853581449588
513,20,111.44348937415495
514,20,116.3965749202239
515,20,111.22375879808516
516,20,106.59126462831411
517,20,113.97715012692862
518,20,131.72412449046982
519,20,107.28319712707969
520,20,111.94168069077284
521,20,110.63815917323761
522,20,108.81690595446176
523,20,113.83996658089998
524,20,107.7649857939627
525,20,127.93283699915156
526,20,114.81128295019735
527,20,110.0171581755798
528,20,116.57299064949457
529,20,132.2159323169955
530,20,119.51698108248428
531,20,107.82888701587106
532,20,130.73998121496712
533,20,117.7020513965825
534,20,107.29422397860091
535,20,117.24179811852606
536,20,120.50631495137068
537,20,106.44773689978625
538,20,110.49403172789837
539,20,122.3642969803303
540,20,119.21811224505915
541,20,108.94640963136754
542,20,115.53574703922513
543,20,119.64828731533454
544,20,106.14993964175484
545,20,107.97427183084139
546,20,105.01145748652394
547,20,121.35698644751665
548,20,108.92533237990887
549,20,108.5442490997296
550,20,106.4789882666147
551,20,110.08750295453632
552,20,124.25212309643726
553,20,104.178948708382
554,20,114.60602059069932
555,20,107.67964120759018
556,20,108.20868349387638
557,20,123.95014815261882
558,20,103.28821262288315
559,20,113.96446990264275
560,20,109.33469321915271
561,20,132.28935809651648
562,20,109.1942614881866
563,20,117.84239433657564
564,20,114.00499753283019
565,20,109.97566428979775
566,20,112.21813930436856
567,20,110.86372496626515
568,20,110.6959870068785
569,20,116.96151242863024
570,20,111.19285525043603
571,20,108.534731401863
572,20,110.26266383643818
573,20,110.31729371660313
574,20,130.44690004691518
575,20,104.64759562231448
576,20,109.65565979519829
577,20,126.75888077045488
578,20,111.83223680662272
579,20,115.54429211010495
580,20,104.79156470570264
581,20,121.7052382045278
582,20,112.15155523198025
583,20,111.36909608126146
584,20,120.19447944217939
585,20,108.89624401524296
586,20,103.6636708412657
587,20,107.78193151514768
588,20,108.60205189928652
589,20,121.16850569266022
590,20,119.06636253526719
591,20,111.73794001034186
592,20,117.83155216903289
593,20,117.19363400811231
594,20,112.12258432466297
595,20,114.61413215442258
596,20,119.85201380806441
597,20,100.75553654765898
598,20,107.71597257248715
599,20,113.5287837876646
600,20,113.65580377432845
601,20,106.32228530177392
602,20,103.1418410919091
603,20,107.03805967561333
604,20,122.04631853866644
605,20,106.84725247745769
606,20,122.70629203345
607,20,106.8714875399653
608,20,120.01903014020044
609,20,117.00907370202637
610,20,113.1179770728649
611,20,111.87004429128456
612,20,113.55466074821567
613,20,108.4417485601427
614,20,116.94346604435566
615,20,119.44274215166641
616,20,104.8127916659181
617,20,106.52601779124146
618,20,111.75532960577873
619,20,116.79815656648003
620,20,115.73206587117386
621,20,112.7484186843205
622,20,116.82271237177635
623,20,104.4542237203811
624,20,118.51059794792732
625,20,113.82655342446574
626,20,104.00228843130172
627,20,108.69675991765573
628,20,112.07793866592857
629,20,113.60017193462875
630,20,115.10427328830937
631,20,121.93991492264335
632,20,106.89122731444023
633,20,106.22472611336303
634,20,111.01679097523383
635,20,115.25381555929759
636,20,115.57156954819268
637,20,108.59464767904447
638,20,113.09960838256806
639,20,125.05323411666328
640,20,115.15876230399658
641,20,119.1271628998299
642,20,111.07621385913814
643,20,116.35053733118386
644,20,107.69784679448586
645,20,108.86980549158352
646,20,110.06069230710418
647,20,115.93643894288293
648,20,117.56210785642995
649,20,115.77235038221426
650,20,112.04070077179512
651,20,112.94573386540988
652,20,123.92649319101527
653,20,115.56950552438603
654,20,117.59567617778134
655,20,113.96977373488404
656,20,106.7730069811615
657,20,112.30407078783304
658,20,117.68885134257602
659,20,111.43993376715886
660,20,124.74854898889812
661,20,120.89931667757352
662,20,118.5834052990347
663,20,126.19865943788295
664,20,113.93751268128813
665,20,120.50574812094564
666,20,118.69244236603443
667,20,114.47886124237831
668,20,113.67460675853685
669,20,128.11823749395325
670,20,111.23345131850499
671,20,104.39198017061378
672,20,120.29329811490123
673,20,125.05787619546078
674,20,113.32798975549653
675,20,103.82837426596515
676,20,113.49134862485744
677,20,112.86218346960284
678,20,140.96619064467313
679,20,104.8308833828383
680,20,106.36584625990142
681,20,123.51267477433987
682,20,116.1316212449624
683,20,112.77397553513575
684,20,107.64597438826459
685,20,107.13548052461371
686,20,127.63676617753444
687,20,118.9779109310164
688,20,110.64161529319796
689,20,109.68522302430786
690,20,118.64589294882009
691,20,116.38613546291339
692,20,104.96449919343235
693,20,123.30017412136887
694,20,123.8769175672061
695,20,115.01529702938596
696,20,112.03110446432382
697,20,109.42148565462125
698,20,131.55407120754415
699,20,115.49320427144568
700,20,110.88640793840992
701,20,109.32233059254261
702,20,117.96947022596603
703,20,119.84240657743236
704,20,105.219918155161
705,20,106.59032130145829
706,20,114.21773304068215
707,20,129.0153285016756
708,20,119.10142156748975
709,20,111.7330520337467
710,20,118.88087325836818
711,20,115.60024022394988
712,20,110.68737885693315
713,20,111.71676193898875
714,20,119.51671494874591
715,20,113.91370130137742
716,20,114.46659610838793
717,20,113.18584208368128
718,20,113.61603657331516
719,20,120.15236938264454
720,20,109.92113667527798
721,20,110.14721676820363
722,20,113.14142965858957
723,20,113.93472013339667
724,20,117.74853614074455
725,20,111.61352471813194
726,20,115.27481015704109
727,20,113.35994861185337
728,20,110.36626423716402
729,20,119.53601612191338
730,20,103.94006709251133
731,20,129.37313716168487
732,20,113.60886342997551
733,20,133.16574886133154
734,20,123.17357582223008
735,20,124.53544661171975
736,20,103.83481662992351
737,20,121.47067809114716
738,20,105.26210086188857
739,20,119.0098851479699
740,20,109.71240542610812
741,20,111.66365205140221
742,20,128.4633092814141
743,20,114.93589173908771
744,20,106.40778337266664
745,20,113.58498188905617
746,20,123.56947052866761
747,20,111.11623239059128
748,20,122.402932791789
749,20,115.739550147144
750,20,114.74084335072979
751,20,118.5535445294955
752,20,108.3211752271281
753,20,123.22094112937116
754,20,119.01333544089869
755,20,117.2639820738499
756,20,114.146753169129
757,20,103.75093818549618
758,20,119.59299963362892
759,20,112.54018431507998
760,20,113.7820461102859
761,20,107.86420848884488
762,20,117.35676794750448
763,20,110.12928633077276
764,20,132.80663580988005
765,20,106.69223553186387
766,20,101.82150198654986
767,20,135.5962305481603
768,20,117.78008244253478
769,20,107.50496062180264
770,20,117.20468118123225
771,20,107.1287134894066
772,20,114.31700478495819
773,20,114.24789750721402
774,20,119.74561298004244
775,20,121.15885368469948
776,20,117.92988910004993
777,20,107.77317333687202
778,20,114.8239593255734
779,20,118.76831673446733
780,20,116.16050576619628
781,20,118.41640910125943
782,20,118.55407580602079
783,20,119.7612752464101
784,20,114.11521113027136
785,20,109.13790346021028
786,20,108.99031062461209
787,20,104.86704342513869
788,20,106.22345035367624
789,20,113.67602532202211
790,20,113.06403896615386
791,20,123.97040738165623
792,20,104.27734416016918
793,20,105.91983631814806
794,20,117.1834484215024
795,20,117.3014371754802
796,20,115.70385005694949
797,20,113.23713019770977
798,20,105.52249394125772
799,20,107.65556672070736
800,20,119.90210003045419
801,20,107.67168173860736
802,20,117.2202583901403
803,20,111.63760740786489
804,20,117.10186301421909
805,20,110.87113401477939
806,20,112.0076935032476
807,20,123.52569126093805
808,20,115.88925158726886
809,20,111.84979767454644
810,20,116.37703804922167
811,20,110.14780293545351
812,20,116.94234416371759
813,20,109.27201214124653
814,20,107.32424503119583
815,20,120.77666772272127
816,20,117.34785541035077
817,20,118.39081000270747
818,20,114.18011279292374
819,20,106.41496902611468
820,20,116.10652271981598
821,20,111.03783283129648
822,20,119.94725854482918
823,20,124.2094415562864
824,20,108.63546157975073
825,20,119.60366379305746
826,20,116.73792846528644
827,20,115.41981966043465
828,20,120.32631141680068
829,20,116.24217943104065
830,20,125.52133140348464
831,20,107.37002206751194
832,20,110.86047900378541
833,20,133.37439771592042
834,20,118.38527889137823
835,20,117.35456380755264
836,20,111.44813198765812
837,20,119.38329642026177
838,20,113.47559922491507
839,20,125.40020947131573
840,20,120.29281503501062
841,20,114.39523341414449
842,20,127.72991546645764
843,20,121.20351590755087
844,20,106.77471906707751
845,20,109.7257838044617
846,20,105.63657783941332
847,20,119.7010465660351
848,20,114.46094126477892
849,20,112.93419294757729
850,20,107.5099709626769
851,20,107.99484779635036
852,20,122.47556605109094
853,20,116.21706791999841
854,20,106.99990011923597
855,20,107.07920522296587
856,20,113.93604464866289
857,20,122.11046102226095
858,20,113.08282510784
859,20,108.31763144278892
860,20,113.77580012774004
861,20,114.16733226747918
862,20,115.66643997054618
863,20,119.51410633026674
864,20,107.7177235283012
865,20,111.75825917837267
866,20,111.2786165588002
867,20,107.21673578087031
868,20,115.8744008559247
869,20,108.87751219816337
870,20,115.15475773061725
871,20,116.26647083965608
872,20,119.76612475094221
873,20,120.27589769090916
874,20,111.76860408313665
875,20,113.91407570540358
876,20,102.45296261312721
877,20,124.09804900389783
878,20,115.22152229994286
879,20,110.44489623529844
880,20,112.04704267146106
881,20,107.99788526905954
882,20,131.31847606190428
883,20,116.38652250171523
884,20,114.10118754111522
885,20,124.33329984463109
886,20,104.44021159551086
887,20,118.57788206260906
888,20,113.65764228981543
889,20,118.77736378715302
890,20,124.55745822871631
891,20,105.81685872914493
892,20,108.49304939547385
893,20,107.84099214090563
894,20,114.49624002745205
895,20,122.19820621175163
896,20,126.88921268941665
897,20,123.17365026270905
898,20,110.1724464962992
899,20,117.72554110064439
900,20,119.57884414792527
901,20,114.84038437321792
902,20,114.58626477277559
903,20,122.69729792736462
904,20,110.9162203190757
905,20,114.86062179779225
906,20,111.2126966559147
907,20,107.88234651879134
908,20,102.19393543554995
909,20,113.97702911712051
910,20,111.77588720307192
911,20,113.70988235817336
912,20,135.25135256432534
913,20,110.17521485696395
914,20,104.47990278169907
915,20,108.26302541889606
916,20,113.67325680818165
917,20,103.88720080670561
918,20,114.73445610889502
919,20,113.13046840168855
920,20,106.23184221658207
921,20,122.0138653784052
922,20,117.69087507915751
923,20,108.29107356763161
924,20,131.81437639720806
925,20,121.42422108649949
926,20,115.14788058140526
927,20,110.82608175712545
928,20,108.7786464598828
929,20,111.09348357128161
930,20,116.65407487100828
931,20,109.5165508867301
932,20,116.51398765491533
933,20,115.0558842093584
934,20,106.02786577872573
935,20,128.4906428421219
936,20,108.26712325288511
937,20,104.49693218371002
938,20,122.59866206891934
939,20,110.82718142586907
940,20,103.35658657260547
941,20,102.78964718731848
942,20,109.5350564232274
943,20,112.84507995121567
944,20,119.38264396844117
945,20,108.6587523148246
946,20,113.86859807876216
947,20,118.06277362975072
948,20,112.94165105682777
949,20,112.51293427511223
950,20,107.36678632497404
951,20,109.95522731033245
952,20,111.67126904622532
953,20,115.65169775615456
954,20,116.90922714045337
955,20,110.03674682497712
956,20,118.85895091060345
957,20,110.1024052286169
958,20,110.26256426240697
959,20,117.9766372311008
960,20,105.0992581362881
961,20,117.99228931633567
962,20,121.94271745737629
963,20,107.1478460943382
964,20,116.69805796825523
965,20,112.31425260414412
966,20,111.82428238323482
967,20,113.02751304248463
968,20,121.00713646869141
969,20,119.62916228088598
970,20,111.35549324246385
971,20,116.67685927663388
972,20,106.09624221609202
973,20,109.47232846591211
974,20,118.97671845585167
975,20,121.72670312404347
976,20,109.33377432559095
977,20,134.08391207792462
978,20,112.52725866747593
979,20,118.22426454305548
980,20,115.57999709216686
981,20,109.05237364890276
982,20,123.18135946327041
983,20,112.2046522554607
984,20,108.25000078568509
985,20,110.8399808062971
986,20,109.33045068536757
987,20,105.65135324452436
988,20,122.59183896240887
989,20,108.5440027753633
990,20,112.32760815328005
991,20,102.955222159986
992,20,116.1008891406841
993,20,116.36729604882309
994,20,113.18141151172681
995,20,112.81350653036621
996,20,106.02669154552588
997,20,129.5170701059871
998,20,123.40490962162582
999,20,122.07207929663583
1000,20,104.41815594246167
1001,20,108.13913824571517
1002,20,117.07324042901988
1003,20,112.6849282910614
1004,20,105.11379572452498
1005,20,115.36921960483988
1006,20,117.474935197486
1007,20,113.4727755690109
1008,20,106.51465235467629
1009,20,113.62550111574058
1010,20,109.60958069456642
1011,20,107.66969774654271
1012,20,119.93902596761734
1013,20,106.4635687273568
1014,20,121.19788453869435
1015,20,112.21705997520408
1016,20,108.95510709784972
1017,20,120.72642860705128
1018,20,106.44581416223636
1019,20,107.82141392187867
1020,20,131.4881978567441
1021,20,119.93364901061538
1022,20,119.8803190271074
1023,20,116.40510562974433
1024,20,125.72358786130255
1025,20,105.67775039123231
1026,20,117.37341698434587
1027,20,128.38836965430258
1028,20,131.87585975585515
1029,20,123.69841367465546
1030,20,115.50308818706236
1031,20,127.88227804834652
1032,20,116.75240124916189
1033,20,120.17127274360901
1034,20,106.01894789986882
1035,20,108.59600289611708
1036,20,112.59518289003915
1037,20,122.44482281605059
1038,20,107.21203061961293
1039,20,108.96109111997895
1040,20,110.84374697660573
1041,20,111.97646101274371
1042,20,116.04423571489735
1043,20,121.69976492334717
1044,20,106.30288943586356
1045,20,111.23606629239548
1046,20,119.17242700036806
1047,20,114.14980223731988
1048,20,120.29569269901052
1049,20,114.81668473539571
1050,20,107.81916623601032
1051,20,115.5557291209667
1052,20,108.87904926965506
1053,20,118.66788249329281
1054,20,117.95677916059626
1055,20,124.72606388293812
1056,20,107.18657550905368
1057,20,117.66472361137602
1058,20,109.23365067918387
1059,20,108.42876533529287
1060,20,114.87912137550029
1061,20,106.63928868400568
1062,20,105.30112833066534
1063,20,120.55735750880459
1064,20,114.34101618032054
1065,20,116.03694365248614
1066,20,121.14266504651997
1067,20,110.25779371022571
1068,20,115.27308933191955
1069,20,112.86335531118269
1070,20,112.20093563869656
1071,20,108.7845573602463
1072,20,117.2836280517225
1073,20,125.22773746889845
1074,20,107.67697853710263
1075,20,113.36185218993185
1076,20,109.5827246877478
1077,20,105.49351150829392
1078,20,108.36097261293746
1079,20,121.31912782035968
1080,20,107.63315374175659
1081,20,114.7138891169734
1082,20,119.80523861961515
1083,20,121.18380549453147
1084,20,108.64270999870857
1085,20,118.91631525364443
1086,20,114.51824406679597
1087,20,119.39190241971384
1088,20,111.82495806437026
1089,20,112.17048622644816
1090,20,115.106358686376
1091,20,108.1979708630659
1092,20,119.37518813927706
1093,20,111.54201281817197
1094,20,119.61102262997692
1095,20,110.62628561724422
1096,20,112.5527673856993
1097,20,116.36512085480359
1098,20,109.15900382072812
1099,20,103.33532373929931
1100,20,116.15198993403583
1101,20,121.5287623828147
1102,20,105.11494201804666
1103,20,109.81791522176351
1104,20,104.30816963705692
1105,20,102.54713291539858
1106,20,120.23577905886106
1107,20,113.50605675301972
1108,20,124.5300767607151
1109,20,118.17072494027515
1110,20,117.08553781532989
1111,20,120.52458509681736
1112,20,118.62054977280906
1113,20,115.53341938578407
1114,20,121.78148836824269
1115,20,107.8885283118081
1116,20,104.26730672618783
1117,20,109.59528080607193
1118,20,120.96794634351045
1119,20,106.70249959571382
1120,20,128.53561358341454
1121,20,106.00499562225076
1122,20,113.0392906985859
1123,20,111.54598025415083
1124,20,106.2448151161164
1125,20,113.38255996567958
1126,20,111.59450120930188
1127,20,112.06019475876761
1128,20,136.38923944600788
1129,20,109.93899783101028
1130,20,106.42466359585106
1131,20,114.05963251692651
1132,20,115.28130953659172
1133,20,106.94395191023244
1134,20,106.42404176998944
1135,20,118.06648521640943
1136,20,114.28146013248562
1137,20,112.484820363521
1138,20,113.74216098074767
1139,20,120.69018139058046
1140,20,114.99667335511297
1141,20,104.34040956062253
1142,20,114.26516474309219
1143,20,104.12568557745925
1144,20,124.52180260170962
1145,20,111.05746752000599
1146,20,107.0136600694672
1147,20,112.05258656878621
1148,20,118.37885240786514
1149,20,121.70258494206539
1150,20,123.81145729322152
1151,20,110.86939047502827
