N,logN,logA_noisy,alpha_true,regime_label
421,6.042632833706135,-4.160909678492871,0.2986295530581974,1
199,5.293304824774744,-3.2248965736769133,0.3564922150195208,1
179,5.187385805896621,-2.4021145570304534,0.33891028532816886,1
62,4.127134385206382,-4.416735709531623,0.3618130143361688,1
109,4.691347882320887,-2.5437725171961683,0.19372878297168794,1
493,6.200509174062974,-4.760807226814457,0.3308948815380059,1
250,5.521460917902246,-5.832162733208637,0.48148253717353684,0
15,2.708050201768877,-1.195237054470343,0.3220192904831387,1
402,5.996452088643896,-5.090862129687063,0.3065314898340564,1
342,5.8348107370918445,-2.1776657902615835,0.30953495943638737,1
432,6.068425588267258,-3.6995263037662687,0.2911211822146105,1
267,5.587248658437702,-4.689648963629993,0.23339299083597254,1
470,6.152732694725381,-4.773961764653428,0.3965513451753673,1
409,6.013715156067252,-5.391927481499464,0.29243935022059075,1
458,6.126869184136019,-5.407198366478515,0.25576534358197045,1
217,5.379897353586543,-5.177492305644486,0.4971476628116943,0
212,5.356586274719183,-3.3999716368700983,0.3141162033649997,1
328,5.793013608414632,-4.138530164356069,0.373907494737714,1
314,5.7493929859401005,-1.5628423723837925,0.1889889694621128,1
483,6.180016653673277,-5.965620878345414,0.365851384925357,1
374,5.92425579744127,-5.769664239663498,0.45102230236080176,0
333,5.808142490010474,-6.985958776323737,0.3854305013385986,1
489,6.192362489495322,-5.8979636919126275,0.35937225015876567,1
15,2.708050201768877,-3.233025757636347,0.26251453128221114,1
195,5.272999558615029,-3.6138618907381943,0.3198584302758657,1
112,4.71849887138438,-3.581397152422388,0.2904953758487411,1
181,5.198497031321074,-5.294309575471351,0.24796832168910177,1
206,5.327876168838125,-6.30692432267071,0.34592913042814283,1
78,4.356708826817797,-4.825342857726307,0.44588125964856135,0
221,5.398162701563002,-1.3303250928641217,0.2134969708993686,1
324,5.780743515823193,-4.541311788990853,0.35190602457024217,1
177,5.176149732630327,-3.2778180907882173,0.40366429807799004,0
34,3.526360524910279,-3.099275839473607,0.30400121395300667,1
290,5.669880923015002,-6.875110188683735,0.35605167992065384,1
440,6.086774726935034,-4.040129940488974,0.3542374807721461,1
32,3.465735903112227,-2.7476677115052484,0.359090777859298,1
86,4.454347296369787,-1.937521474471557,0.22963492008769915,1
228,5.4293456289983,-3.5865745848104083,0.41118524754871233,0
15,2.708050201768877,-2.8600501420905915,0.4123091632797384,0
405,6.00388706713123,-4.942119128232891,0.29224462878275603,1
423,6.047372179069919,-6.234251781817233,0.3036807734611877,1
37,3.610917912914495,-1.9371726917953527,0.2563692933442632,1
343,5.837730447195095,-3.380690800217299,0.2933541733213359,1
102,4.6249728133823105,-3.5524258976095666,0.29827618881929086,1
145,4.97673374248954,-2.5711590604675876,0.3277809617976364,1
128,4.852030263997742,-2.9949050185164188,0.3308596897623476,1
122,4.804021044815224,-3.0591916774017207,0.40645764511033217,0
34,3.526360524910279,-1.7398560331893325,0.39452922224373393,1
403,5.9989365619714965,-3.799898483849831,0.45671197639475203,0
250,5.521460917902246,-5.521431373757119,0.36558319982652887,1
483,6.180016653673277,-5.987223458731352,0.47542014412082567,0
423,6.047372179069919,-3.4180936177919934,0.39913752718443807,1
446,6.100318952042485,-4.218174377564278,0.3298321820879487,1
164,5.099866427885174,-6.294233881223152,0.46114720614223326,0
34,3.526360524910279,-3.832266959539189,0.4022186852212161,0
214,5.365976015068581,-4.016608999047511,0.3806520441116255,1
135,4.905274778512504,-4.9887871686246195,0.3744192650241717,1
27,3.2958368663746995,-1.054212267402299,0.30180773518377163,1
365,5.899897353609889,-2.3190761835008407,0.3661381870289382,1
477,6.167516490909305,-4.653761315489756,0.34848612676693375,1
129,4.859812404439191,-7.815504025261887,0.47437034471872636,0
432,6.068425588267258,-2.4456098940278563,0.48350297628529015,0
269,5.594711379639014,-2.2621585484289906,0.3327930700985317,1
50,3.912023005628146,-4.770706498828467,0.4469586608391203,0
405,6.00388706713123,-3.8870589944939815,0.2924498753144699,1
489,6.192362489495322,-3.263575068009342,0.2623139865883592,1
285,5.652489180303738,-5.456609976202145,0.40762384396695606,0
143,4.962844630329838,-2.5925407885828946,0.3293997487228925,1
252,5.529429087551106,-7.847422715980208,0.3789616824482597,1
46,3.8286413967064865,-3.1904532405084245,0.3916615497915289,1
325,5.7838251823605065,-3.33190023013758,0.3996443601730967,1
371,5.916202062634389,-8.026511684400694,0.383459853536777,1
216,5.375278407730462,-1.5538281689945925,0.24459473255612296,1
280,5.634789603204964,-4.445107409367527,0.3539768156633021,1
416,6.030685260285302,-4.376128021163034,0.356940335657262,1
400,5.991464547132982,-4.07292055708971,0.24008088222080337,1
500,6.214608098442191,-4.164404404495372,0.41789020732278825,0
136,4.912654885809581,-4.005084080095053,0.4328751631511131,0
483,6.180016653673277,-4.326058290404342,0.2406005179379893,1
245,5.501258210585544,-4.01337139260174,0.36024570554506447,1
18,2.89037175845172,-3.1631235307401293,0.43139106146223527,0
38,3.6375861599895436,-3.614481524679306,0.35407810040596643,1
446,6.100318952042485,-3.2664012684977752,0.33557842930641696,1
44,3.784189634145534,-1.7098095179492234,0.3959877092417504,1
476,6.1654178542524285,-8.007137857615703,0.40678886526927865,0
341,5.831882477312842,-5.64183213177598,0.3584927152552841,1
472,6.156978985606742,-2.673118483258606,0.405216712593822,0
339,5.826000107409949,-6.431788622874571,0.4644246775626568,0
60,4.094344562388767,-5.234791984224035,0.3209641729512068,1
431,6.066108090126949,-3.7977877618243876,0.47317252536061455,0
257,5.54907608493413,-3.385043434887629,0.3017473969323143,1
84,4.430816798962361,-3.357867818934954,0.2811675128221917,1
71,4.26267987718216,-4.627178924110482,0.41579642439233255,0
178,5.181783550348265,-4.600868962144786,0.21511623006983907,1
439,6.084499413097951,-5.381521438747506,0.3916260769754893,1
258,5.5529595849603774,-6.118646170618185,0.3554355798223912,1
47,3.8501476019228247,-4.886835694166124,0.3568788362207114,1
150,5.010635294162922,-3.803146525231556,0.3878792248235267,1
201,5.303304908108827,-2.7899403049382494,0.3274265677114289,1
41,3.71357206694821,-3.3781698146795556,0.3003816281240665,1
391,5.968707560010941,-1.16565227753933,0.24299546616966602,1
468,6.148468295939014,-4.943500391722184,0.2662803027605476,1
43,3.761200115926121,-1.5424891486999392,0.3919942912364373,1
313,5.7462031905721025,-5.487728963753143,0.40795067284268594,0
47,3.8501476019228247,-1.7853672201848172,0.2940529504296244,1
397,5.9839362807123795,-2.173387753962408,0.3528706029855477,1
261,5.564520407361008,-6.262041857272323,0.3545788364711493,1
71,4.26267987718216,-2.016975303300902,0.2908521613775587,1
50,3.912023005628146,-5.286724162423243,0.3526809131671079,1
418,6.035481432548679,-4.526665322019218,0.21746399080243048,1
251,5.5254529391716245,-1.932056728861237,0.3869657599491781,1
58,4.060443010718833,-1.6243774952983663,0.1982568281988826,1
336,5.817111159992966,-5.574375401119595,0.30932463357898493,1
151,5.0172798368811495,-6.87307879042153,0.4260430319043589,0
372,5.918893854300029,-3.4694159621377594,0.3801559711675893,1
350,5.857933154512031,-2.6650765607946942,0.4072358543434249,0
419,6.037870919946004,-6.164813350356887,0.44529043478191066,0
19,2.944438979692756,-1.1654722456564102,0.2948004041832405,1
347,5.849324779975678,-5.200968001685661,0.37631357116510533,1
63,4.1431347265502625,-1.6566105120802468,0.2685962478395275,1
30,3.401197381995489,-1.6654835818309413,0.23789472140094897,1
302,5.710427017407982,-5.573704817558144,0.4068157442580951,0
241,5.484796933532149,-7.46601108980278,0.4739162474810699,0
268,5.59098698054817,-4.165843962348157,0.41878005699281134,0
62,4.127134385206382,-1.6367344344330552,0.34443378993716867,1
108,4.6821312272168125,-2.0516871261737957,0.304988158242595,1
382,5.9454206086327535,-3.579801605861368,0.29935575378318297,1
109,4.691347882320887,-1.7291554790510169,0.2692171572670115,1
423,6.047372179069919,-5.130653126182613,0.29675809389830543,1
234,5.455321115400436,-3.7713153349452697,0.23275726946824069,1
310,5.73657229751145,-5.359775888890519,0.3184174568904283,1
497,6.20859002611675,-7.920601518937451,0.39546290548167295,1
387,5.958424693055622,-3.705053413506692,0.272542592535675,1
422,6.045005314059709,-10.089496486839353,0.46635799396089994,0
400,5.991464547132982,-2.682123416134474,0.415225375592777,0
6,1.7917594708947218,-1.8146457216560161,0.18478955465611804,1
230,5.438079308966674,-4.5524616101676,0.34589164913637477,1
320,5.768320995825023,-7.544657727021544,0.3875730527481538,1
430,6.063785208710864,-3.56676391407685,0.36033759717616265,1
401,5.993961427331507,-4.779981344850421,0.3934074161944937,1
241,5.484796933532149,-4.437057074206236,0.3827028205757461,1
201,5.303304908108827,-6.324926638438537,0.36963853290725657,1
37,3.610917912914495,-2.433050594975438,0.24925654430151556,1
70,4.248495242192216,-3.111944015234532,0.3090323506054677,1
285,5.652489180303738,-7.977803330053076,0.4149680330294768,0
177,5.176149732630327,-3.8706868857259735,0.3171956563988173,1
467,6.146329257690311,-5.907583303238753,0.39892836345953664,1
181,5.198497031321074,-3.004239527308931,0.4538826413631796,0
337,5.820082930382036,-3.867867455509271,0.40058144726540706,0
432,6.068425588267258,-4.894473889917045,0.256208031852203,1
281,5.638354669369333,-4.446963140566837,0.45413295680717736,0
394,5.9763509093233145,-6.788623137505138,0.40787082228722354,0
141,4.94875989044909,-4.758901407775257,0.33760552382222786,1
412,6.021023349373798,-3.6437589729065487,0.2871909005632703,1
209,5.342334252012658,-2.4566036255152595,0.26357477549072134,1
72,4.276666119154944,-3.5804641316554426,0.37439515041773114,1
209,5.342334252012658,-3.7170993548619755,0.35379679624879773,1
196,5.278114659281537,-4.867621790694403,0.34399728073446767,1
468,6.148468295939014,-6.713210378381825,0.34250356112515506,1
494,6.202535517208165,-3.772445872089537,0.29362558016712625,1
45,3.806662489992542,-5.564574115989277,0.333016488967607,1
67,4.20469261954022,-4.392992291459578,0.19738125448442256,1
482,6.177944114071347,-3.0501676531557997,0.3080229221075735,1
210,5.347107530765088,-1.639607221103471,0.2915101056354559,1
86,4.454347296369787,-2.837918529111556,0.3166989973464644,1
381,5.942799375152948,-2.4143691331069044,0.29264559648634514,1
384,5.950642552613768,-3.49038175527427,0.4804879405417809,0
190,5.247024072213118,-3.233944063127214,0.36892499013020713,1
376,5.92958914341649,-3.6619152329271643,0.3412500637165673,1
92,4.521788577157736,-2.2471061527034135,0.2892065356610535,1
476,6.1654178542524285,-7.039277579137856,0.38737151024102645,1
447,6.102558594635941,-4.927499647577572,0.37245845683347334,1
126,4.836281907030843,-3.661309199524123,0.27860053332386003,1
211,5.35185813352346,-4.771632379057151,0.3479632218746199,1
279,5.631211781857208,-4.7173030384098,0.44591772844975835,0
277,5.624017506223439,-3.6386539000741056,0.41010532053746684,0
260,5.560681631053989,-1.3638058314241275,0.24453577614388583,1
32,3.465735903112227,-4.052918635414337,0.3512057233592656,1
263,5.572154032215788,-9.10532834875406,0.4328611846305721,0
344,5.840641657402468,-5.905023068490729,0.40522999208076227,0
358,5.8805329864286335,-7.151405051603651,0.3350713980980628,1
98,4.5849674787726125,-1.9719419110158056,0.3246110818995318,1
89,4.4886363698444995,-5.343362044611912,0.4386982295277931,0
301,5.707110264782099,-1.3992724133556247,0.32801868940895523,1
442,6.091309882100322,-5.098299207064282,0.3350888115510181,1
136,4.912654885809581,-1.8626286823708882,0.3037916489092587,1
491,6.196444127814887,-8.808357966469952,0.4049298513579355,0
74,4.304065093339305,-3.2591403212741343,0.29423480667368523,1
344,5.840641657402468,-5.731543148181035,0.36197810809002656,1
109,4.691347882320887,-2.858518564242055,0.44704513249428673,0
450,6.109247582786588,-8.082600043893846,0.4526007666008846,0
476,6.1654178542524285,-3.754352570095962,0.2737184066629358,1
92,4.521788577157736,-2.856680607392964,0.3071965047485198,1
193,5.262690188956699,-2.734411012611743,0.3068047543940653,1
92,4.521788577157736,-3.7911478611584406,0.390678114198911,1
456,6.122492809536316,-2.0795962203251173,0.47739466123953844,0
270,5.598421959035412,-6.177276140853408,0.40805338751870845,0
421,6.042632833706135,-4.771496687533492,0.3150178227823807,1
192,5.257495372079865,-2.056656774213091,0.24548492748258996,1
341,5.831882477312842,-2.1497312856611885,0.35730119706445296,1
359,5.883322388516134,-5.074401803120401,0.3049297662892166,1
466,6.144185634147105,-3.4112610401084176,0.32889222427111325,1
301,5.707110264782099,-4.9662021584943945,0.3597609156845385,1
136,4.912654885809581,-1.5518986240728727,0.24208413600127676,1
222,5.402677381917324,-1.2254176714758913,0.28197907411324774,1
259,5.556828061738148,-2.7744615097848238,0.3027717280206108,1
184,5.2149357576633335,-1.6180931530805622,0.3146539749558446,1
355,5.8721177895035845,-3.710450333289985,0.24649292747804039,1
113,4.727387818800836,-5.441477814170245,0.3358838339551867,1
156,5.04985600731364,-2.9398262589785116,0.39665089163544986,1
425,6.052089168947946,-5.47306650359094,0.3414823354100047,1
181,5.198497031321074,-5.1662239102232625,0.2855854997236885,1
381,5.942799375152948,-2.3580802820799946,0.23379037835800925,1
288,5.6629604801706686,-3.9457121232052565,0.3866909203794813,1
28,3.332204510532347,-1.7183742393475794,0.30995979619170505,1
189,5.241747015112552,-3.0801541261532264,0.3220903092808077,1
109,4.691347882320887,-3.2272008188086914,0.3605447443259531,1
226,5.4205349993165335,-3.5888655954014674,0.3653587118271946,1
307,5.726847747619771,-2.5926404893542423,0.410830755932432,0
470,6.152732694725381,-2.412880834582792,0.3330414034798879,1
406,6.0063531596263635,-3.6196818944395828,0.34217139642639965,1
95,4.553876891705804,-1.0249974720516797,0.36633407658641165,1
370,5.913503005665297,-3.538772835183726,0.43169420314152773,0
268,5.59098698054817,-2.777287780257568,0.4161298577199346,0
480,6.17378610392277,-3.6038837497880194,0.2498909123081977,1
462,6.1355648911033835,-2.263219211117618,0.3300414522178332,1
298,5.697093486538962,-7.774647659967775,0.4055518754334891,0
324,5.780743515823193,-4.035510764759506,0.45505835148756085,0
68,4.219507705323165,-3.8798138118426557,0.3848739120271794,1
96,4.5643481915720026,-2.943390363893003,0.3446188205639259,1
471,6.15485809403765,-3.1188767855002335,0.4509813742540123,0
72,4.276666119154944,-3.763468533107612,0.36700031416339873,1
94,4.543294782376387,-2.3655251505378,0.31759141675108005,1
261,5.564520407361008,-7.863082149404638,0.43775170099955407,0
83,4.41884060791708,-4.335410606210015,0.42595054527272985,0
179,5.187385805896621,-3.28019845767753,0.23829849995804317,1
104,4.644390899237527,-4.780929753559518,0.2935690468939337,1
413,6.023447592985246,-8.187467330329858,0.37382690163551435,1
110,4.700480365883325,-4.843399136502756,0.4334165545126826,0
366,5.902633333428689,-1.7736710881328719,0.2451546013854226,1
336,5.817111159992966,-4.986882592769797,0.36433075350681154,1
376,5.92958914341649,-6.804576230935854,0.4192612053070204,0
293,5.680172609051197,-5.203222949918222,0.3760770733613058,1
429,6.061456918951327,-8.377177124325653,0.4390131439454336,0
494,6.202535517208165,-2.913328750493716,0.30379857002524646,1
337,5.820082930382036,-2.206777041871404,0.34347497351670336,1
88,4.477336814591843,-4.864164490247667,0.3475252078433603,1
300,5.703782474689534,-5.015369203392262,0.32486735341663897,1
457,6.124683390916086,-2.571670283510141,0.39204769990225685,1
374,5.92425579744127,-2.142047327855812,0.33444687917150234,1
28,3.332204510532347,-1.7426697587035966,0.33999273209081277,1
482,6.177944114071347,-3.400784198484156,0.292151103164335,1
463,6.137727054107832,-6.358688117943695,0.3518508544100028,1
447,6.102558594635941,-2.1350684864256744,0.4354972390418009,0
317,5.758901773908827,-4.02609191259027,0.3321445932167105,1
272,5.605802066332762,-6.258523025234483,0.29431707953926395,1
299,5.700443573424131,-4.164379600714778,0.20167201028256956,1
318,5.762051382811624,-6.289451055044909,0.3551516570046839,1
200,5.298317366598036,-2.6093290268868214,0.2757337820087694,1
420,6.040254711301223,-6.582537559909959,0.42052780080632096,0
84,4.430816798962361,-2.9904429158098162,0.33409936593364875,1
17,2.8332133446444514,-3.589002491186741,0.46164884802793266,0
171,5.14166355656114,-1.2840470037218117,0.27680207292253967,1
54,3.9889840467494597,-2.746845062158325,0.3328374047860942,1
78,4.356708826817797,-1.466038713282896,0.3099561014837127,1
486,6.18620862392107,-6.070993010036095,0.4182123133179637,0
182,5.2040066871317405,-3.756995904012763,0.2817580247804074,1
422,6.045005314059709,-3.553323716261679,0.37069541372794496,1
211,5.35185813352346,-3.8755244286897255,0.22157125419270463,1
141,4.94875989044909,-3.2424467302180884,0.35464050245897405,1
487,6.1882641231031235,-7.282882813275022,0.38285441534460873,1
457,6.124683390916086,-4.096212194236648,0.204701223971553,1
349,5.8550719222310805,-3.6399499596786247,0.223772728494318,1
206,5.327876168838125,-3.846116356851904,0.28132825146450086,1
278,5.627621113726608,-2.69884969064156,0.22406846324954757,1
111,4.7095302014024245,-2.3819665547097224,0.34842235718429754,1
22,3.0910424538128614,-1.2328173959519615,0.3518509446712741,1
327,5.789960170927834,-5.146933454308197,0.4050668558492913,0
14,2.6390573303295444,-2.3623193117426324,0.2725581153695614,1
46,3.8286413967064865,-2.311721341536777,0.41939317815361266,0
445,6.098074282188712,-3.5764297054166243,0.3419036420349265,1
439,6.084499413097951,-5.642073730029434,0.3432525104493901,1
420,6.040254711301223,-4.150341806630773,0.308201948835405,1
315,5.752572638857379,-6.5606550331531635,0.41785916536408035,0
454,6.118097198063374,-5.5971920314113115,0.38332676531757504,1
256,5.545177444518625,-1.4790028056700342,0.2484862446114658,1
190,5.247024072213118,-3.341004290578997,0.22118990589278473,1
247,5.509388336668463,-5.257261066819261,0.46636303665576534,0
31,3.433987204807727,-2.7980124183537485,0.38812019356314453,1
57,4.043051268009989,-1.4083785566306104,0.3036746196088652,1
23,3.1354942163639326,-2.190504729441597,0.3584993977043236,1
65,4.1743872700494835,-4.505863905634132,0.33215186366258104,1
271,5.602118820916601,-3.904863360231497,0.39757267296468507,1
188,5.2364419628831405,-1.7103869968057095,0.3948299969409326,1
100,4.605170186088091,-4.6763668250278725,0.38351024495780245,1
387,5.958424693055622,-1.7096599305880615,0.3506254030774601,1
244,5.497168225334185,-3.0155979077893345,0.3742395302285437,1
36,3.5835189387338877,-4.044381364327553,0.40045223046329,0
250,5.521460917902246,-3.2577346794976725,0.2850769765015396,1
209,5.342334252012658,-3.8278413477443682,0.3713715362913563,1
374,5.92425579744127,-3.6226142616842707,0.43851921379627334,0
470,6.152732694725381,-2.240773068498975,0.2886969572425711,1
217,5.379897353586543,-1.3606781221291748,0.21258295356067197,1
271,5.602118820916601,-3.2931660117479713,0.4305785627090582,0
235,5.4595855141867125,-3.9846421744299376,0.22558762167359753,1
93,4.532599493260783,-3.348845546810224,0.32103054261822317,1
44,3.784189634145534,-2.814893360902427,0.3415791759709874,1
112,4.71849887138438,-3.9178938741802805,0.2186542838692515,1
19,2.944438979692756,-1.0770569052004775,0.25139555729967383,1
22,3.0910424538128614,-0.8663838657519434,0.23526118017825548,1
456,6.122492809536316,-3.919886406443353,0.34029057370695104,1
210,5.347107530765088,-3.354784307784967,0.31177410756150487,1
412,6.021023349373798,-6.211003970012037,0.42319373055302667,0
32,3.465735903112227,-2.294267869208053,0.3283781596746107,1
313,5.7462031905721025,-8.071356851352238,0.41261444132267994,0
485,6.1841488909581015,-7.606873422477408,0.3996861271435963,1
148,4.997212273831683,-4.1109363451304395,0.4270432618880827,0
476,6.1654178542524285,-9.240461734838497,0.35955685150686384,1
54,3.9889840467494597,-3.994183220575786,0.32368969878220255,1
23,3.1354942163639326,-4.196859572863513,0.5368436107907694,0
377,5.932245187474536,-5.944854441755399,0.3614827041951737,1
255,5.5412635451976415,-2.745064245772954,0.4138979018187286,0
224,5.411646051899683,-3.684465343975073,0.41689719750007825,0
445,6.098074282188712,-3.4408988037623396,0.378898883498233,1
297,5.69373213883637,-6.004489522209056,0.38098508842781553,1
202,5.3082676974507095,-4.286694052408368,0.3254086668657325,1
191,5.252273428098986,-4.103621576183737,0.27579060985746606,1
408,6.011267174428672,-8.588337033020933,0.4268782498251998,0
464,6.139884552247807,-2.8146770087487103,0.40999068521965215,0
405,6.00388706713123,-5.713933897564493,0.3917750782190822,1
320,5.768320995825023,-2.00946098005182,0.34701823245366004,1
12,2.4849066506213338,-1.408206082433206,0.39742305196249006,1
193,5.262690188956699,-3.3394201608299108,0.28513445232604506,1
345,5.843544417060345,-6.005592536083404,0.309280808617205,1
67,4.20469261954022,-4.221565866295159,0.2500772900976945,1
27,3.2958368663746995,-1.523522098155178,0.3442714442086972,1
229,5.433722003597908,-2.7638766192389763,0.41138447912244197,0
298,5.697093486538962,-3.3236852793627847,0.3915299937254472,1
128,4.852030263997742,-4.612228428702032,0.36132002366867777,1
412,6.021023349373798,-7.285208314694472,0.3932770493079731,1
422,6.045005314059709,-5.688104738410177,0.3450664663494649,1
42,3.7376696185214637,-3.3145210073923677,0.4492867976851065,0
437,6.079933195118474,-2.5663705302410587,0.4157820981553276,0
157,5.0562458054120025,-2.862755352812546,0.30301844051153337,1
6,1.7917594708947218,-1.350093761151277,0.40079752989616263,0
311,5.739792912211389,-1.4283916649387467,0.27475816108557166,1
269,5.594711379639014,-1.9167182872013244,0.29588313566528157,1
264,5.575949103184195,-6.264272509065072,0.35314714747247905,1
473,6.159095388513075,-1.552254760443694,0.24077242818598144,1
392,5.9712618398159725,-5.4342865849002395,0.43109403380079986,0
115,4.744932128450206,-3.6238369047725,0.36946643812574953,1
329,5.796057750795767,-5.286594797320543,0.2830242542207948,1
340,5.828945617639619,-4.823430265012548,0.3265680130141475,1
366,5.902633333428689,-3.9221588302852046,0.20508784491933035,1
330,5.799092654490829,-4.530609404554451,0.3810317962633076,1
302,5.710427017407982,-3.877370392403313,0.3539670838675754,1
192,5.257495372079865,-2.073700177912159,0.3650257685933701,1
313,5.7462031905721025,-2.7779832981706187,0.2572307319869149,1
170,5.135798437109085,-4.091288451082584,0.5499305196919323,0
312,5.743003187841533,-5.551299806673311,0.3570491199974333,1
200,5.298317366598036,-6.776846830191043,0.3559573643366338,1
26,3.2580965384060976,-1.414693598759499,0.3388377924262562,1
315,5.752572638857379,-2.158926344790494,0.49987447083294123,0
144,4.969813299645445,-5.7388329315730715,0.3740135406967797,1
208,5.337538079749395,-1.759564761770784,0.3573184865973581,1
424,6.049733455255542,-8.700295859406957,0.47895900690487,0
248,5.513428746205305,-5.288201869004809,0.41475997265209463,0
45,3.806662489992542,-4.447959147510665,0.31462716413471337,1
171,5.14166355656114,-7.087135051542499,0.4089196053216133,0
210,5.347107530765088,-7.489781767436471,0.4938593052201893,0
78,4.356708826817797,-2.1294906111313825,0.3547490523632665,1
65,4.1743872700494835,-1.9343366550488414,0.23900213859202551,1
380,5.940171252746747,-2.8478727414946494,0.29227950661025065,1
120,4.787491742865379,-5.1422220623069235,0.30720592764347027,1
49,3.891820298314708,-5.470861014923354,0.27816077310091064,1
459,6.129050210082331,-9.702776756461885,0.4138499615007515,0
400,5.991464547132982,-1.9973448037948787,0.345234972613966,1
421,6.042632833706135,-6.09843571090413,0.3016085350388692,1
446,6.100318952042485,-6.453306389554578,0.3003805270192111,1
489,6.192362489495322,-7.17467377880865,0.31185430079240284,1
498,6.210600077044734,-6.558478316376443,0.51365154901692,0
415,6.028278520254795,-2.5859043444779317,0.35150233622763005,1
88,4.477336814591843,-5.963910702793005,0.38936985855288603,1
41,3.71357206694821,-6.287328741182939,0.4094567478570408,0
246,5.5053315359730135,-3.9763363075775375,0.36232117866368696,1
471,6.15485809403765,-5.058948915788702,0.22412289775800648,1
242,5.488937726198008,-1.5218501811153258,0.3738489800534861,1
411,6.018593214520566,-7.969144672530637,0.334504261496947,1
463,6.137727054107832,-6.97138491147194,0.3745538508859238,1
339,5.826000107409949,-3.0403338974193366,0.3878274777312749,1
248,5.513428746205305,-2.7064428042559596,0.44608834940610864,0
113,4.727387818800836,-1.4503444190901036,0.3247141015911572,1
431,6.066108090126949,-4.259165908711716,0.4769214108690266,0
267,5.587248658437702,-4.047246999949405,0.4844689340186099,0
158,5.062595033090258,-1.8038412274731062,0.34961002469854474,1
178,5.181783550348265,-4.103376138368091,0.37905689614999344,1
407,6.008813185467165,-4.040102286914683,0.3465251303662216,1
373,5.921578419670626,-2.2709344052215705,0.35959236252737525,1
331,5.802118375407274,-3.074104052047648,0.39447616212977316,1
204,5.318119993893236,-4.947760845773022,0.4498694591363763,0
23,3.1354942163639326,-2.3054498576786773,0.22193155706386747,1
367,5.905361848081818,-3.0064034335469945,0.3630779593714922,1
455,6.120297418972928,-4.720662353023329,0.4058068703322123,0
347,5.849324779975678,-4.238511544742036,0.3597478125105332,1
182,5.2040066871317405,-2.361963375064365,0.4175124123834205,0
203,5.313205979091048,-3.9662175943872326,0.2720398798497756,1
309,5.7333412769301075,-2.1544731081279336,0.3794940214374997,1
133,4.890349128296942,-2.0173137275646855,0.376449302761154,1
132,4.882801922662129,-3.305004117455554,0.34769854318365023,1
262,5.568344503799265,-1.6283899843830638,0.35303022638566595,1
154,5.036952602478564,-5.461276616683815,0.4516661758686692,0
491,6.196444127814887,-1.8675331102510873,0.3080537366186541,1
178,5.181783550348265,-2.7229777855558077,0.3068536639876997,1
409,6.013715156067252,-7.735921140212729,0.40411504354837396,0
258,5.5529595849603774,-6.726790162591488,0.42136572638812075,0
454,6.118097198063374,-1.6140968688478121,0.3666959720340563,1
88,4.477336814591843,-5.176799007341839,0.41165845016650743,0
309,5.7333412769301075,-5.994120722233226,0.4108215592051199,0
53,3.9702919137408013,-4.240332625833542,0.29417811610888217,1
471,6.15485809403765,-6.699213911159016,0.419152992050485,0
